index,   freq_ppm,   decay_hz, amplitude
   1,     8.9630,      6.798,    5.131597e-02
   2,     8.9532,     15.000,    1.330053e-01
   3,     8.9423,     15.000,    1.373087e-01
   4,     8.9304,     15.000,    1.060682e-01
   5,     8.9221,     12.401,    8.364390e-02
   6,     8.9111,      8.680,    6.525916e-02
   7,     8.8977,     15.000,    1.168511e-01
   8,     8.8902,      5.912,    6.653862e-02
   9,     8.8794,     15.000,    1.569528e-01
  10,     8.8695,     15.000,    1.083286e-01
  11,     8.8559,     15.000,    1.414766e-01
  12,     8.8456,     15.000,    1.063808e-01
  13,     8.8415,     15.000,    1.274383e-01
  14,     8.8328,     15.000,    9.065007e-02
  15,     8.8219,     15.000,    1.059012e-01
  16,     8.8095,     15.000,    1.034879e-01
  17,     8.7959,     15.000,    1.322218e-01
  18,     8.7845,     15.000,    1.559133e-01
  19,     8.7681,     15.000,    1.236867e-01
  20,     8.7592,      9.115,    6.392261e-02
  21,     8.7499,     15.000,    8.780985e-02
  22,     8.7334,     15.000,    1.058656e-01
  23,     8.7245,     15.000,    1.312966e-01
  24,     8.7135,     15.000,    1.128393e-01
  25,     8.7049,     15.000,    1.313812e-01
  26,     8.6986,      2.360,    2.718976e-02
  27,     8.6917,      2.390,    2.690524e-02
  28,     8.6827,     15.000,    1.156785e-01
  29,     8.6699,     15.000,    1.140915e-01
  30,     8.6598,     15.000,    1.310590e-01
  31,     8.6515,      2.824,    2.758515e-02
  32,     8.6484,      5.106,    2.758617e-02
  33,     8.6397,      4.842,    4.427863e-02
  34,     8.6344,     12.233,    4.034328e-02
  35,     8.6253,     14.285,    1.258061e-01
  36,     8.6182,     13.470,    1.547638e-01
  37,     8.6092,     14.092,    1.283527e-01
  38,     8.5965,     13.870,    1.364469e-01
  39,     8.5762,     14.735,    1.784995e-01
  40,     8.5642,      8.862,    1.947174e-01
  41,     8.5578,     15.000,    1.852225e-01
  42,     8.5516,     15.000,    2.847619e-02
  43,     8.5444,      7.385,    6.565944e-02
  44,     8.5346,     15.000,    1.533606e-01
  45,     8.5269,     12.253,    8.288434e-02
  46,     8.5194,     11.388,    1.075163e-01
  47,     8.5155,      8.761,    6.868702e-02
  48,     8.5110,      9.385,    9.806762e-02
  49,     8.5022,      5.765,    6.248511e-02
  50,     8.4959,     15.000,    2.825528e-01
  51,     8.4468,      2.804,    4.419521e+00
  52,     8.4456,      1.400,    5.628254e+00
  53,     8.4443,      3.300,    4.779581e+00
  54,     8.4422,     11.411,    2.600855e+00
  55,     8.4340,     15.000,    9.099802e-01
  56,     8.4249,     15.000,    7.315088e-01
  57,     8.4221,     15.000,    3.750376e-01
  58,     8.4117,     15.000,    2.933029e-01
  59,     8.3943,     15.000,    2.665822e-01
  60,     8.3665,     15.000,    1.935911e-01
  61,     8.3524,     15.000,    1.778537e-01
  62,     8.3205,     15.000,    3.005958e-01
  63,     8.3022,     15.000,    1.954934e-01
  64,     8.2815,     15.000,    1.915522e-01
  65,     8.2643,     15.000,    1.756510e-01
  66,     8.2539,     15.000,    1.365032e-01
  67,     8.2401,     15.000,    1.417019e-01
  68,     8.2157,     15.000,    1.580026e-01
  69,     8.2094,      2.246,    1.533680e-02
  70,     8.2017,     15.000,    8.709366e-02
  71,     8.1959,      6.688,    7.754730e-02
  72,     8.1833,     14.815,    1.338890e-01
  73,     8.1766,      8.434,    8.312462e-02
  74,     8.1715,      5.174,    3.762832e-02
  75,     8.1665,     12.986,    9.840361e-02
  76,     8.1534,     13.050,    7.849120e-02
  77,     8.1482,     10.468,    4.838749e-02
  78,     8.1364,     15.000,    1.183320e-01
  79,     8.1203,     15.000,    1.693219e-01
  80,     8.1070,     15.000,    1.561921e-01
  81,     8.0880,     15.000,    1.197699e-01
  82,     8.0747,     15.000,    1.510259e-01
  83,     8.0587,     15.000,    1.103966e-01
  84,     8.0441,     15.000,    1.055258e-01
  85,     8.0349,      6.717,    4.576903e-02
  86,     8.0248,     15.000,    1.423910e-01
  87,     8.0113,     12.923,    1.202250e-01
  88,     8.0020,     14.998,    1.170720e-01
  89,     7.9914,     15.000,    9.977418e-02
  90,     7.9825,     15.000,    1.408072e-01
  91,     7.9721,     10.402,    5.808302e-02
  92,     7.9625,     13.749,    1.016344e-01
  93,     7.9584,      9.560,    5.803752e-02
  94,     7.9548,     10.286,    1.451517e-01
  95,     7.9444,      5.704,    5.589022e-02
  96,     7.9427,      1.457,    1.751173e-02
  97,     7.9349,      9.467,    7.303080e-02
  98,     7.9254,     12.146,    1.043560e-01
  99,     7.9176,      7.269,    5.050319e-02
 100,     7.9111,      6.732,    5.411429e-02
 101,     7.9049,      4.571,    4.428925e-02
 102,     7.8984,     14.776,    1.375952e-01
 103,     7.8882,      3.942,    2.531227e-02
 104,     7.8829,     14.690,    1.706862e-01
 105,     7.8695,     15.000,    1.039685e-01
 106,     7.8581,      9.135,    5.985061e-02
 107,     7.8465,     14.919,    1.400545e-01
 108,     7.8351,     10.333,    9.166988e-02
 109,     7.8292,     11.654,    8.183991e-02
 110,     7.8238,      7.535,    9.250161e-02
 111,     7.8177,     13.083,    5.230228e-02
