index,   freq_ppm,   decay_hz, amplitude
   1,     8.9868,     15.000,    1.591986e-01
   2,     8.9724,     15.000,    1.465160e-01
   3,     8.9582,     15.000,    1.406587e-01
   4,     8.9451,     15.000,    1.469691e-01
   5,     8.9264,     15.000,    1.612719e-01
   6,     8.8937,     15.000,    1.662224e-01
   7,     8.8553,     15.000,    1.386070e-01
   8,     8.8357,     15.000,    1.274870e-01
   9,     8.8161,     15.000,    1.090441e-01
  10,     8.8053,     15.000,    7.655152e-02
  11,     8.7958,     14.945,    1.095238e-01
  12,     8.7867,     15.000,    6.832651e-02
  13,     8.7678,     12.554,    6.817206e-02
  14,     8.7605,      7.127,    2.300308e-02
  15,     8.7536,      9.299,    7.770058e-02
  16,     8.7430,     14.675,    6.975499e-02
  17,     8.7343,      7.438,    3.871953e-02
  18,     8.7213,     15.000,    2.209283e-01
  19,     8.7032,     15.000,    1.746761e-01
  20,     8.6858,     15.000,    1.786094e-01
  21,     8.6714,     15.000,    1.831438e-01
  22,     8.6525,     15.000,    1.697868e-01
  23,     8.6380,     15.000,    1.661605e-01
  24,     8.6232,     15.000,    1.685438e-01
  25,     8.6070,     15.000,    1.543661e-01
  26,     8.5982,     15.000,    1.339245e-01
  27,     8.5830,     15.000,    2.057726e-01
  28,     8.5644,      7.112,    5.735539e-01
  29,     8.5546,     15.000,    1.167211e-01
  30,     8.5429,     15.000,    1.003889e+00
  31,     8.5248,     15.000,    8.932204e-01
  32,     8.5072,     15.000,    7.499682e-01
  33,     8.4883,     15.000,    6.603935e-01
  34,     8.4471,      2.681,    1.245838e+01
  35,     8.4459,      1.524,    1.890421e+01
  36,     8.4447,      3.885,    1.734350e+01
  37,     8.4418,     15.000,    7.307132e+00
  38,     8.4304,     15.000,    2.431091e+00
  39,     8.4147,     15.000,    2.037958e+00
  40,     8.3914,     15.000,    1.944778e+00
  41,     8.3477,     15.000,    2.213617e-01
  42,     8.3387,     15.000,    1.429189e-01
  43,     8.3310,     15.000,    5.403215e-02
  44,     8.3211,      7.207,    5.363324e-01
  45,     8.3082,     15.000,    7.242074e-02
  46,     8.2988,     15.000,    1.110839e-01
  47,     8.2860,     15.000,    1.086485e-01
  48,     8.2750,     15.000,    9.276214e-02
  49,     8.2657,     11.165,    8.142729e-02
  50,     8.2577,     15.000,    9.940750e-02
  51,     8.2490,     14.192,    1.001404e-01
  52,     8.2412,      7.497,    2.706434e-02
  53,     8.2349,     11.222,    8.341759e-02
  54,     8.2231,      7.105,    5.815387e-02
  55,     8.2179,     13.079,    1.131465e-01
  56,     8.2073,     15.000,    1.220290e-01
  57,     8.1918,     15.000,    1.948121e-01
  58,     8.1750,     15.000,    1.836273e-01
  59,     8.1517,     15.000,    2.043723e-01
  60,     8.1235,     15.000,    1.729276e-01
  61,     8.1085,     15.000,    1.437916e-01
  62,     8.0982,      7.719,    4.756831e-02
  63,     8.0881,     15.000,    1.092433e-01
  64,     8.0768,     15.000,    1.097294e-01
  65,     8.0662,     15.000,    9.546621e-02
  66,     8.0553,     14.485,    6.869092e-02
  67,     8.0378,     14.979,    1.171136e-01
  68,     7.9908,      6.434,    2.150870e+00
  69,     7.9895,      7.887,    2.499027e+00
  70,     7.9850,     15.000,    5.709887e-01
  71,     7.9761,     15.000,    2.589153e-01
  72,     7.9660,     15.000,    2.162626e-01
  73,     7.9544,     15.000,    1.865617e-01
  74,     7.9398,     15.000,    1.389888e-01
  75,     7.9345,      7.099,    4.262503e-02
  76,     7.9261,     11.787,    5.555513e-02
  77,     7.9189,     15.000,    9.304243e-02
  78,     7.9115,      1.835,    1.370905e-02
  79,     7.9038,     15.000,    8.990951e-02
  80,     7.8927,     15.000,    7.960700e-02
  81,     7.8810,     12.742,    7.570656e-02
  82,     7.8734,     11.838,    5.805038e-02
  83,     7.8609,     15.000,    8.697477e-02
  84,     7.8542,     15.000,    1.316534e-01
  85,     7.8473,     14.636,    5.708298e-02
  86,     7.8369,      9.937,    6.445144e-02
  87,     7.8263,     15.000,    1.000980e-01
  88,     7.8168,     15.000,    7.818873e-02
  89,     7.8100,     13.180,    7.679932e-02
  90,     7.8000,      8.607,    5.262778e-02
  91,     7.7938,     12.695,    3.876664e-02
  92,     7.7881,      7.058,    2.353925e-02
  93,     7.7825,     10.187,    6.240978e-02
  94,     7.7726,     15.000,    1.145620e-01
  95,     7.7651,     15.000,    1.254376e-01
  96,     7.7456,     15.000,    1.374479e-01
  97,     7.7314,     15.000,    1.483518e-01
  98,     7.7159,     15.000,    1.549038e-01
  99,     7.6977,     15.000,    1.157056e-01
