index,   freq_ppm,   decay_hz, amplitude
   1,     9.0723,     14.700,    2.962574e-03
   2,     9.0601,     14.700,    3.676006e-03
   3,     9.0455,     14.700,    2.201875e-03
   4,     9.0345,     14.700,    3.104880e-03
   5,     9.0239,     14.700,    3.842337e-03
   6,     9.0149,     12.216,    3.248595e-03
   7,     9.0043,      3.283,    5.610636e-04
   8,     8.9995,     10.298,    1.850211e-03
   9,     8.9924,     14.700,    1.899816e-03
  10,     8.9831,      9.603,    2.284672e-03
  11,     8.9643,     14.700,    2.985473e-03
  12,     8.9540,     14.700,    1.866631e-03
  13,     8.9401,     14.700,    3.141341e-03
  14,     8.9286,     14.700,    3.174117e-03
  15,     8.9139,     14.700,    2.462507e-03
  16,     8.9000,     14.700,    3.643827e-03
  17,     8.8859,     14.700,    3.410393e-03
  18,     8.8714,     14.700,    2.291793e-03
  19,     8.8522,     14.700,    2.106969e-03
  20,     8.8425,     14.700,    3.090091e-03
  21,     8.8280,     14.700,    4.531733e-03
  22,     8.8214,      3.760,    6.813924e-04
  23,     8.8146,      7.363,    9.123753e-04
  24,     8.8113,      4.611,    2.469903e-04
  25,     8.8024,     14.700,    2.362387e-03
  26,     8.7937,     14.700,    4.112596e-03
  27,     8.7850,     14.700,    1.944799e-03
  28,     8.7746,     14.700,    2.167685e-03
  29,     8.7691,     14.146,    1.877116e-03
  30,     8.7578,     14.612,    2.529596e-03
  31,     8.7390,     14.700,    3.727072e-03
  32,     8.7201,     14.700,    3.680770e-03
  33,     8.7008,     14.700,    3.134558e-03
  34,     8.6811,     14.700,    3.294799e-03
  35,     8.6666,     14.700,    2.552973e-03
  36,     8.6490,     14.700,    1.524956e-03
  37,     8.6273,     14.700,    3.227181e-03
  38,     8.6170,     14.436,    1.621271e-03
  39,     8.6082,      7.001,    1.372500e-03
  40,     8.5956,     14.700,    2.478757e-03
  41,     8.5887,     14.700,    1.355120e-03
  42,     8.5802,     14.700,    3.110487e-03
  43,     8.5655,     12.890,    2.248973e-03
  44,     8.5609,      9.279,    1.705477e-03
  45,     8.5465,      6.530,    1.368481e-03
  46,     8.5412,      9.452,    1.150627e-03
  47,     8.5363,      3.664,    4.749879e-04
  48,     8.5267,     14.700,    2.815062e-03
  49,     8.5161,     14.700,    3.834852e-03
  50,     8.5037,     14.700,    2.228500e-03
  51,     8.4977,      3.717,    5.415038e-04
  52,     8.4931,     14.700,    2.883002e-03
  53,     8.4683,     14.700,    3.292533e-03
  54,     8.4456,     10.720,    2.707712e-02
  55,     8.4359,     14.700,    2.440234e-03
  56,     8.4175,     14.700,    3.382302e-03
  57,     8.3920,     14.700,    3.531395e-03
  58,     8.3808,     14.700,    2.453052e-03
  59,     8.3672,     14.700,    2.348149e-03
  60,     8.3558,     14.700,    2.571493e-03
  61,     8.3424,     14.700,    4.721689e-03
  62,     8.3227,     14.700,    3.107691e-03
  63,     8.3133,     14.700,    2.156081e-03
  64,     8.3019,     14.700,    3.046201e-03
  65,     8.2849,     14.700,    3.358796e-03
  66,     8.2698,     14.700,    3.815893e-03
  67,     8.2499,     14.700,    3.449405e-03
  68,     8.2359,     14.700,    2.965681e-03
  69,     8.2244,     14.700,    3.278633e-03
  70,     8.2004,     14.700,    3.047689e-03
  71,     8.1842,     14.700,    4.096067e-03
  72,     8.1362,     14.700,    3.468787e-03
  73,     8.1080,     14.700,    3.563034e-03
  74,     8.0789,     14.700,    1.602431e-03
  75,     8.0624,     14.700,    3.807662e-03
  76,     8.0508,     14.700,    2.848274e-03
  77,     8.0414,     14.700,    2.567101e-03
  78,     8.0288,     14.700,    2.764326e-03
  79,     8.0149,     14.700,    2.338168e-03
  80,     8.0044,     14.700,    2.929367e-03
  81,     7.9924,     14.700,    3.509162e-03
  82,     7.9791,     14.700,    2.675414e-03
  83,     7.9617,     14.700,    3.385531e-03
  84,     7.9470,     14.700,    3.472148e-03
  85,     7.9333,     14.700,    4.079282e-03
  86,     7.9071,     14.700,    2.913882e-03
  87,     7.8876,      8.703,    1.123092e-03
  88,     7.8828,      6.884,    1.013461e-03
  89,     7.8751,      8.217,    1.358368e-03
  90,     7.8700,     11.343,    1.842255e-03
  91,     7.8647,     11.178,    7.236713e-04
  92,     7.8559,     14.700,    4.464276e-03
  93,     7.8401,     14.700,    4.600302e-03
  94,     7.8253,     14.700,    3.145007e-03
  95,     7.8157,     14.700,    3.049932e-03
  96,     7.8075,     13.309,    1.872001e-03
  97,     7.7942,     14.700,    2.717522e-03
  98,     7.7835,     14.700,    3.093258e-03
  99,     7.7720,     14.675,    2.717743e-03
 100,     7.7604,     14.700,    3.629659e-03
 101,     7.7518,     14.700,    2.041660e-03
 102,     7.7386,      5.252,    6.687770e-04
 103,     7.7337,     11.673,    3.776364e-03
 104,     7.7299,     14.173,    3.504717e-03
 105,     7.7228,     14.700,    5.341700e-03
 106,     7.7156,     14.679,    2.483758e-03
 107,     7.7057,     12.814,    1.413049e-03
 108,     7.6986,     14.700,    2.547072e-03
 109,     7.6833,     14.700,    1.749864e-03
 110,     7.6685,     14.700,    3.436350e-03
 111,     7.6531,     14.700,    1.695294e-03
 112,     7.6391,     14.700,    2.481106e-03
 113,     7.6225,     14.700,    4.897833e-03
 114,     7.6092,     14.700,    2.744568e-03
 115,     7.5981,     14.700,    3.106298e-03
 116,     7.5859,     14.700,    2.444014e-03
 117,     7.5727,     14.700,    2.972141e-03
 118,     7.5542,     14.700,    1.780665e-03
 119,     7.5450,      8.588,    1.624710e-03
 120,     7.5382,     13.919,    3.788701e-03
 121,     7.5294,     10.206,    1.686567e-03
 122,     7.5266,     11.703,    4.387846e-03
 123,     7.5226,     10.455,    2.131880e-03
 124,     7.5173,     10.448,    4.603290e-03
 125,     7.5146,     10.192,    3.624096e-03
 126,     7.5067,     14.700,    6.657354e-03
 127,     7.4969,     12.979,    1.848556e-03
 128,     7.4284,      9.759,    1.865661e-01
 129,     7.4264,      5.993,    1.007644e-01
 130,     7.4240,      4.153,    6.285814e-02
 131,     7.4180,     13.905,    9.382105e-01
 132,     7.4087,     13.773,    6.375529e-01
 133,     7.3759,     13.394,    3.078779e-01
 134,     7.3669,     13.886,    4.108391e-01
 135,     7.3577,     10.032,    9.842876e-02
 136,     7.3259,      8.957,    4.083901e-01
 137,     7.3234,     10.943,    5.385622e-01
 138,     7.3175,     10.941,    2.378233e-01
 139,     7.3149,     14.700,    8.808602e-01
 140,     7.2572,     14.700,    5.380755e-03
 141,     7.2497,     14.616,    1.330880e-03
 142,     7.2392,      3.243,    5.697387e-04
 143,     7.2240,     14.630,    7.459858e-03
 144,     7.2150,     14.700,    8.959456e-03
 145,     7.2074,     14.700,    2.295613e-03
 146,     7.1993,     14.700,    5.928382e-03
 147,     7.1912,     14.700,    7.297873e-03
 148,     7.1816,      7.939,    2.164666e-03
 149,     7.1726,     14.700,    4.980668e-03
 150,     7.1581,     14.700,    4.030095e-03
 151,     7.1458,     14.700,    2.548430e-03
 152,     7.1300,     14.700,    3.189804e-03
 153,     7.1176,     14.700,    1.971566e-03
 154,     7.1031,     14.700,    1.731404e-03
 155,     7.0820,     14.700,    7.424163e-03
 156,     7.0672,     14.700,    4.008196e-03
 157,     7.0389,     14.700,    4.176172e-03
 158,     7.0147,     14.700,    2.954894e-03
 159,     6.9895,     14.700,    2.961320e-03
 160,     6.9759,     14.700,    4.526789e-03
 161,     6.9511,     14.700,    3.050666e-03
 162,     6.9394,     14.700,    4.998203e-03
 163,     6.9212,     14.700,    5.428328e-03
 164,     6.9033,     14.700,    3.624191e-03
 165,     6.8897,     14.700,    3.173776e-03
 166,     6.8699,     14.700,    3.268403e-03
 167,     6.8472,     14.700,    4.699884e-03
 168,     6.8077,     14.700,    7.140057e-03
 169,     6.7852,     14.700,    6.234660e-03
 170,     6.7617,     14.700,    6.581274e-03
 171,     6.7381,     14.700,    6.026272e-03
 172,     6.7242,     14.700,    6.451447e-03
 173,     6.7012,     14.700,    6.988567e-03
 174,     6.6738,     14.700,    7.042957e-03
 175,     6.6510,     14.700,    3.107989e-03
 176,     6.6469,     12.296,    2.786152e-03
 177,     6.6361,     13.694,    2.847322e-03
 178,     6.6304,     14.700,    3.516840e-03
 179,     6.6170,     14.700,    3.441093e-03
 180,     6.6074,     14.700,    3.518537e-03
 181,     6.5966,     14.700,    5.506983e-03
 182,     6.5820,     14.700,    4.556139e-03
 183,     6.5633,     14.700,    5.458220e-03
 184,     6.5491,     13.015,    2.709504e-03
 185,     6.5420,     14.700,    2.808900e-03
 186,     6.5363,      6.916,    3.775223e-04
 187,     6.5291,     12.129,    2.190948e-03
 188,     6.5227,      9.052,    1.490396e-03
 189,     6.5066,     14.700,    1.748244e-03
 190,     6.4966,     14.700,    2.403986e-03
 191,     6.4897,     14.700,    3.767509e-03
 192,     6.4812,     14.700,    1.135217e-03
 193,     6.4707,     14.700,    2.688751e-03
 194,     6.4595,     14.700,    1.779316e-03
 195,     6.4460,     14.700,    4.525871e-03
 196,     6.4350,     14.700,    3.152340e-03
 197,     6.4201,     14.700,    2.175372e-03
 198,     6.4129,     14.039,    1.607621e-03
 199,     6.4048,      1.251,    5.102144e-04
 200,     6.3977,     14.700,    2.595858e-03
 201,     6.3853,     14.700,    2.595819e-03
 202,     6.3736,      7.542,    1.406330e-03
 203,     6.3641,     14.700,    4.273998e-03
 204,     6.3569,     14.700,    3.248684e-03
 205,     6.3432,     14.700,    3.018639e-03
 206,     6.3313,     14.700,    3.508587e-03
 207,     6.3213,     14.700,    1.944429e-03
 208,     6.3029,     14.700,    2.202919e-03
 209,     6.2963,     14.700,    2.781809e-03
 210,     6.2708,     14.700,    4.356117e-03
 211,     6.2592,     14.700,    4.234161e-03
 212,     6.2447,     14.700,    3.251991e-03
 213,     6.2238,     14.700,    3.247720e-03
 214,     6.1942,     14.700,    4.362879e-03
 215,     6.1797,     14.700,    2.956972e-03
 216,     6.1640,     14.700,    2.320417e-03
 217,     6.1568,     14.700,    3.001610e-03
 218,     6.1478,     14.700,    3.223731e-03
 219,     6.1390,     14.700,    3.006305e-03
 220,     6.1269,     12.503,    1.939151e-03
 221,     6.1184,     14.700,    2.556522e-03
 222,     6.1067,      5.459,    6.518631e-04
 223,     6.0928,     14.700,    3.351531e-03
 224,     6.0791,     14.700,    1.861789e-03
 225,     6.0642,     14.700,    1.752231e-03
 226,     6.0483,     14.700,    4.786116e-03
 227,     6.0341,     14.700,    4.594453e-03
 228,     6.0165,     14.700,    4.283481e-03
 229,     6.0032,     14.700,    2.805216e-03
 230,     5.9946,     14.700,    3.029262e-03
 231,     5.9855,     14.700,    3.965036e-03
 232,     5.9783,     13.650,    2.028031e-03
 233,     5.9647,     14.700,    1.757038e-03
 234,     5.9580,     14.700,    1.696678e-03
 235,     5.9495,     14.700,    2.190390e-03
 236,     5.9379,     14.700,    3.484625e-03
 237,     5.9217,     14.700,    2.323011e-03
 238,     5.9125,     14.700,    3.775664e-03
 239,     5.9024,      5.652,    1.048825e-03
 240,     5.8893,     14.700,    2.468909e-03
 241,     5.8796,     14.700,    2.251886e-03
 242,     5.8672,     14.700,    2.694968e-03
 243,     5.8492,      4.403,    6.218129e-04
 244,     5.8437,     11.657,    2.046918e-03
 245,     5.8335,     14.700,    2.405374e-03
 246,     5.8265,      5.280,    6.413902e-04
 247,     5.8207,      7.492,    1.569446e-03
 248,     5.8033,     14.700,    2.864532e-03
 249,     5.7960,      9.890,    2.551637e-03
 250,     5.7905,      5.759,    5.363615e-04
 251,     5.7827,     14.700,    2.344114e-03
 252,     5.7739,      7.384,    1.380557e-03
 253,     5.7622,     14.700,    1.826979e-03
 254,     5.7550,      8.586,    1.146191e-03
 255,     5.7427,     11.186,    1.455311e-03
 256,     5.7264,     14.700,    2.588420e-03
 257,     5.7150,     14.700,    3.101482e-03
 258,     5.7019,     14.700,    4.525922e-03
 259,     5.6905,     14.700,    6.778183e-03
 260,     5.6843,     14.700,    8.662250e-03
 261,     5.6741,     14.684,    2.683745e-03
 262,     5.6682,     14.700,    2.728076e-03
 263,     5.6576,      5.019,    1.044686e-03
 264,     5.6514,      3.344,    6.894768e-04
 265,     5.6465,     14.700,    2.864260e-03
 266,     5.6364,      8.567,    1.849278e-03
 267,     5.6316,     13.947,    1.933716e-03
 268,     5.6201,     14.700,    3.159741e-03
 269,     5.6076,     14.700,    2.364928e-03
 270,     5.5944,     14.700,    2.705067e-03
 271,     5.5874,     14.700,    2.219385e-03
 272,     5.5793,     14.700,    2.861249e-03
 273,     5.5691,     13.776,    2.969331e-03
 274,     5.5471,     14.700,    1.854566e-03
 275,     5.5412,      4.336,    6.442301e-04
 276,     5.5279,     14.700,    2.360439e-03
 277,     5.5209,     10.065,    1.691255e-03
 278,     5.5007,      8.403,    1.732680e-03
 279,     5.4956,      2.996,    4.345564e-04
 280,     5.4885,     14.700,    2.610413e-03
 281,     5.4778,      4.778,    7.399025e-04
 282,     5.4711,      4.348,    6.004256e-04
 283,     5.4662,     14.700,    3.149431e-03
 284,     5.4518,     14.700,    4.269621e-03
 285,     5.4375,     14.700,    3.746893e-03
 286,     5.4230,     14.700,    7.766891e-03
 287,     5.4177,     14.700,    8.636798e-03
 288,     5.4041,     14.700,    2.674942e-03
 289,     5.3931,     14.700,    2.275502e-03
 290,     5.3837,      0.820,    2.824702e-04
 291,     5.3789,      1.247,    2.731577e-04
 292,     5.3718,     14.700,    2.281756e-03
 293,     5.3661,     14.272,    2.634821e-03
 294,     5.3580,     12.093,    1.821473e-03
 295,     5.3477,     14.700,    3.088031e-03
 296,     5.3361,     14.700,    3.172021e-03
 297,     5.3099,     14.700,    3.454445e-03
 298,     5.2925,     14.700,    6.212781e-03
 299,     5.2863,     14.700,    4.892614e-03
 300,     5.2680,     14.700,    3.169650e-03
 301,     5.2504,     14.700,    3.064380e-03
 302,     5.2269,      8.445,    1.372434e-03
 303,     5.2212,     12.801,    2.644622e-03
 304,     5.2162,     14.095,    7.464257e-03
 305,     5.2117,     14.700,    4.853301e-03
 306,     5.1903,      6.716,    4.117336e-02
 307,     5.1888,      4.659,    7.031577e-02
 308,     5.1874,      6.217,    7.771201e-02
 309,     5.1839,     12.005,    3.310149e-01
 310,     5.1742,     14.700,    6.943360e-03
 311,     5.1655,     14.700,    3.582442e-03
 312,     5.1553,     14.700,    2.285469e-03
 313,     5.1369,     14.700,    4.444531e-03
 314,     5.1244,     14.700,    2.503661e-03
 315,     5.1159,     14.700,    1.909436e-03
 316,     5.1056,     14.700,    2.336573e-03
 317,     5.0887,     14.700,    2.649375e-03
 318,     5.0802,     10.568,    2.828061e-03
 319,     5.0739,     12.434,    2.487588e-03
 320,     5.0677,      0.422,    1.847068e-04
 321,     5.0607,      9.658,    1.531348e-03
 322,     5.0553,     14.700,    1.503536e-03
 323,     5.0496,     14.700,    3.362955e-03
 324,     5.0406,     14.700,    3.779890e-03
 325,     5.0332,     14.700,    1.469486e-03
 326,     5.0232,     13.704,    2.071505e-03
 327,     5.0125,     14.700,    3.022975e-03
 328,     4.9990,     14.700,    3.836176e-03
 329,     4.9868,     14.700,    2.725442e-03
 330,     4.9749,     14.700,    3.647416e-03
 331,     4.9555,     14.700,    2.563235e-03
 332,     4.9431,     14.700,    4.907944e-03
 333,     4.9302,     14.700,    3.874871e-03
 334,     4.9190,     14.700,    3.890637e-03
 335,     4.9012,     14.700,    4.307946e-03
 336,     4.8820,     14.700,    4.575043e-03
 337,     4.8677,     14.700,    2.491927e-03
 338,     4.8547,     14.700,    3.331100e-03
 339,     4.8423,     14.700,    4.961584e-03
 340,     4.8336,     14.700,    3.840955e-03
 341,     4.8197,     14.700,    5.546207e-03
 342,     4.8082,     14.700,    6.251461e-03
 343,     4.7954,     14.700,    7.475541e-03
 344,     4.7804,     14.700,    6.204204e-03
 345,     4.7719,     14.037,    3.705994e-03
 346,     4.7649,     14.700,    3.561180e-03
 347,     4.7578,     14.700,    5.640700e-03
 348,     4.7497,     14.700,    3.877861e-03
 349,     4.7426,     13.117,    1.073808e-03
 350,     4.7350,      9.763,    1.955915e-03
 351,     4.7276,     14.700,    2.935579e-03
 352,     4.7168,     12.417,    1.268942e-03
 353,     4.7102,     11.455,    1.797573e-03
 354,     4.6964,     14.700,    1.915452e-03
 355,     4.6883,     14.700,    2.515772e-03
 356,     4.6820,      9.451,    1.449346e-03
 357,     4.6740,     12.795,    3.008437e-03
 358,     4.6694,     14.700,    3.929927e-03
 359,     4.6616,      7.831,    2.367391e-03
 360,     4.6518,     14.700,    1.904998e-03
 361,     4.6419,     14.700,    2.338607e-03
 362,     4.6328,     10.670,    2.268128e-03
 363,     4.5726,      9.818,    6.022075e-01
 364,     4.5627,     10.728,    6.700615e-01
 365,     4.4978,     12.153,    2.143960e-03
 366,     4.4870,      4.134,    9.730138e-04
 367,     4.4782,     14.658,    1.509045e-03
 368,     4.4692,     11.181,    4.741988e-03
 369,     4.4590,     14.700,    7.410669e-03
 370,     4.4502,     14.700,    1.438836e-03
 371,     4.4391,     14.700,    2.410101e-03
 372,     4.4329,     13.484,    2.311922e-03
 373,     4.4234,     14.700,    2.440469e-03
 374,     4.4159,      7.235,    1.256722e-03
 375,     4.4103,     14.049,    2.588967e-03
 376,     4.4007,      7.880,    1.106551e-03
 377,     4.3925,     14.700,    1.521529e-03
 378,     4.3887,      2.409,    5.286188e-04
 379,     4.3748,     14.700,    2.940317e-03
 380,     4.3645,     14.700,    2.601998e-03
 381,     4.3511,     14.700,    3.554679e-03
 382,     4.3287,     14.700,    4.815101e-03
 383,     4.3219,     13.560,    9.588500e-03
 384,     4.3160,     12.557,    5.898376e-03
 385,     4.3121,      7.165,    1.297825e-03
 386,     4.2994,     14.700,    4.260453e-03
 387,     4.2931,     14.700,    6.307676e-03
 388,     4.2886,     14.700,    6.891377e-03
 389,     4.2737,     14.700,    1.242333e-02
 390,     4.2651,     14.700,    1.880819e-02
 391,     4.2587,     14.700,    1.556785e-02
 392,     4.2318,     14.700,    1.410459e-02
 393,     4.2260,     14.700,    2.489761e-02
 394,     4.2200,     14.700,    1.764004e-02
 395,     4.1395,     13.910,    1.259293e+00
 396,     4.1364,      6.256,    1.066417e+00
 397,     4.1345,      2.250,    5.927470e-01
 398,     4.1335,      4.725,    5.961241e-01
 399,     4.1312,      9.229,    1.668668e+00
 400,     4.1273,     14.700,    1.317683e+00
 401,     4.1202,     14.700,    1.033876e-01
 402,     4.0251,     10.265,    4.200093e-01
 403,     4.0192,     12.367,    5.542440e-01
 404,     4.0134,     11.193,    6.391171e-01
 405,     4.0112,      9.797,    4.296986e-01
 406,     4.0077,     10.793,    5.154700e-01
 407,     4.0056,     10.566,    4.709282e-01
 408,     4.0001,     11.172,    5.152339e-01
 409,     3.9937,     12.430,    7.999438e-01
