index,   freq_ppm,   decay_hz, amplitude
   1,     9.0704,     11.558,    2.787738e-03
   2,     9.0601,      5.988,    4.797619e-04
   3,     9.0507,     10.558,    2.349939e-03
   4,     9.0473,      0.202,    1.603619e-04
   5,     9.0426,     13.796,    2.848823e-03
   6,     9.0330,     14.700,    2.392564e-03
   7,     9.0228,     14.700,    2.451133e-03
   8,     9.0163,     14.700,    3.205257e-03
   9,     9.0085,     14.700,    2.158797e-03
  10,     8.9942,     14.700,    3.641909e-03
  11,     8.9776,     14.700,    3.216449e-03
  12,     8.9690,     14.700,    3.522988e-03
  13,     8.9539,     14.700,    3.193137e-03
  14,     8.9432,     14.700,    1.444040e-03
  15,     8.9314,     14.700,    2.172078e-03
  16,     8.9199,     14.700,    3.168519e-03
  17,     8.9038,     14.700,    2.620948e-03
  18,     8.8921,     14.700,    2.195936e-03
  19,     8.8802,     13.118,    1.731466e-03
  20,     8.8722,     14.700,    2.545187e-03
  21,     8.8624,     14.700,    3.534827e-03
  22,     8.8543,     14.700,    3.127070e-03
  23,     8.8412,     14.700,    2.629544e-03
  24,     8.8292,     14.700,    1.328745e-03
  25,     8.8116,     14.700,    2.154660e-03
  26,     8.8029,     14.700,    2.376485e-03
  27,     8.7873,     14.700,    2.915138e-03
  28,     8.7714,      9.657,    1.114740e-03
  29,     8.7640,     14.700,    2.648544e-03
  30,     8.7583,     14.700,    2.200704e-03
  31,     8.7528,     14.663,    2.052264e-03
  32,     8.7414,     14.700,    2.394956e-03
  33,     8.7316,     14.694,    2.688929e-03
  34,     8.7231,     14.700,    2.896325e-03
  35,     8.7184,     10.742,    8.008865e-04
  36,     8.7088,     14.700,    2.364144e-03
  37,     8.6931,      6.467,    7.106125e-04
  38,     8.6851,     14.700,    2.474120e-03
  39,     8.6764,     14.700,    2.039314e-03
  40,     8.6624,     14.700,    3.263637e-03
  41,     8.6571,      8.942,    1.629401e-03
  42,     8.6514,     13.216,    1.874109e-03
  43,     8.6347,     14.700,    2.368191e-03
  44,     8.6274,     14.700,    2.538598e-03
  45,     8.6166,     14.700,    1.637159e-03
  46,     8.6092,     14.700,    1.967290e-03
  47,     8.6010,     14.700,    2.905447e-03
  48,     8.5812,     14.700,    2.712896e-03
  49,     8.5656,     14.700,    4.845378e-03
  50,     8.5215,     14.700,    4.893095e-03
  51,     8.4467,      6.398,    5.318649e-02
  52,     8.4453,      7.014,    9.898814e-02
  53,     8.4436,     13.466,    5.500694e-02
  54,     8.4356,     14.700,    1.162076e-02
  55,     8.4152,     14.700,    6.719207e-03
  56,     8.4054,     13.206,    1.991781e-03
  57,     8.4032,      0.466,    6.979232e-05
  58,     8.3945,     12.760,    2.495801e-03
  59,     8.3848,      4.810,    7.296084e-04
  60,     8.3777,      7.417,    9.695152e-04
  61,     8.3664,      9.291,    7.557608e-04
  62,     8.3632,      1.129,    2.411684e-04
  63,     8.3587,     14.162,    1.227329e-03
  64,     8.3531,      7.589,    1.077582e-03
  65,     8.3417,     13.409,    2.387461e-03
  66,     8.3339,      7.885,    1.581217e-03
  67,     8.3282,      6.125,    6.256539e-04
  68,     8.3232,      3.897,    8.219871e-04
  69,     8.3207,      6.313,    1.785299e-03
  70,     8.3135,     11.182,    2.583113e-03
  71,     8.3049,     14.700,    2.358881e-03
  72,     8.2897,     14.700,    2.191930e-03
  73,     8.2802,     14.700,    1.954042e-03
  74,     8.2723,     14.700,    3.196449e-03
  75,     8.2471,     14.700,    4.724292e-03
  76,     8.2037,     14.700,    3.389917e-03
  77,     8.1688,     14.700,    3.998669e-03
  78,     8.1399,     14.700,    3.575727e-03
  79,     8.1268,     14.700,    3.966524e-03
  80,     8.0975,     14.700,    4.302647e-03
  81,     8.0832,     14.700,    4.005041e-03
  82,     8.0691,      9.004,    1.163309e-03
  83,     8.0594,     14.700,    2.854953e-03
  84,     8.0440,     14.700,    2.028155e-03
  85,     8.0287,      8.639,    1.341132e-03
  86,     8.0214,     14.032,    1.664042e-02
  87,     8.0141,     14.700,    3.868450e-03
  88,     8.0054,     10.915,    1.832228e-03
  89,     7.9932,      9.094,    1.133269e-03
  90,     7.9871,     14.700,    3.471300e-03
  91,     7.9782,      6.693,    6.214547e-04
  92,     7.9693,     14.700,    3.483137e-03
  93,     7.9640,     14.700,    4.201942e-03
  94,     7.9525,     14.700,    2.627247e-03
  95,     7.9445,      4.330,    6.158319e-04
  96,     7.9369,     14.700,    2.142403e-03
  97,     7.9230,      9.808,    4.116735e-04
  98,     7.9169,     14.700,    2.217937e-03
  99,     7.9111,     14.700,    3.471842e-03
 100,     7.8962,     14.700,    3.347858e-03
 101,     7.8869,     14.700,    2.722792e-03
 102,     7.8653,     14.700,    3.716774e-03
 103,     7.8483,     14.700,    3.393969e-03
 104,     7.8352,     14.700,    3.059843e-03
 105,     7.8151,     14.700,    2.109048e-03
 106,     7.8050,     14.700,    1.836089e-03
 107,     7.8009,      0.461,    1.882199e-04
 108,     7.7937,      8.087,    1.352938e-03
 109,     7.7889,     11.936,    1.042472e-03
 110,     7.7810,      3.414,    6.816575e-04
 111,     7.7733,      9.828,    1.019846e-03
 112,     7.7636,     13.240,    2.446966e-03
 113,     7.7570,      9.332,    1.726038e-03
 114,     7.7442,     14.700,    2.319199e-03
 115,     7.7352,     14.700,    3.667433e-03
 116,     7.7219,     14.700,    2.733294e-03
 117,     7.7049,     14.700,    2.575384e-03
 118,     7.6895,     14.700,    1.801032e-03
 119,     7.6762,     14.700,    1.890534e-03
 120,     7.6575,     14.700,    3.592602e-03
 121,     7.6461,     14.700,    2.441214e-03
 122,     7.6275,     14.700,    2.289547e-03
 123,     7.6187,     14.700,    2.342249e-03
 124,     7.6087,     14.700,    2.603349e-03
 125,     7.5982,      8.233,    1.600350e-03
 126,     7.5884,      4.666,    7.628094e-04
 127,     7.5829,     14.527,    2.628418e-03
 128,     7.5669,     14.700,    3.258166e-03
 129,     7.5561,     14.700,    2.438629e-03
 130,     7.5433,     14.700,    3.356530e-03
 131,     7.5358,     11.611,    1.596436e-03
 132,     7.5221,     14.700,    2.083937e-03
 133,     7.5049,     14.700,    2.057960e-03
 134,     7.4912,     14.700,    1.994127e-03
 135,     7.4827,     14.700,    2.816218e-03
 136,     7.4666,     14.700,    4.484444e-03
 137,     7.4468,     14.700,    2.469544e-03
 138,     7.4332,     14.700,    2.565349e-03
 139,     7.4198,     14.700,    2.057652e-03
 140,     7.4087,     14.700,    1.793084e-03
 141,     7.4022,     11.163,    1.095430e-03
 142,     7.3917,     14.700,    2.071383e-03
 143,     7.3853,     14.700,    2.447441e-03
