index,   freq_ppm,   decay_hz, amplitude
   1,     9.0838,     14.700,    4.608163e-03
   2,     9.0714,     14.700,    4.866389e-03
   3,     9.0598,     14.700,    3.910358e-03
   4,     9.0473,     14.700,    5.466742e-03
   5,     9.0331,     14.700,    5.746133e-03
   6,     9.0161,     14.700,    5.554320e-03
   7,     9.0110,      7.441,    2.379000e-03
   8,     9.0050,      9.346,    1.330756e-03
   9,     9.0008,      6.469,    2.238546e-03
  10,     8.9930,      6.406,    2.217858e-03
  11,     8.9741,     14.700,    6.389631e-03
  12,     8.9555,     14.700,    4.265058e-03
  13,     8.9370,     14.700,    5.866547e-03
  14,     8.9167,     14.700,    5.357603e-03
  15,     8.8975,     14.700,    4.511734e-03
  16,     8.8823,     14.700,    4.835781e-03
  17,     8.8687,     14.700,    4.716073e-03
  18,     8.8604,      7.420,    1.940363e-03
  19,     8.8557,      5.972,    2.098404e-03
  20,     8.8491,      6.150,    2.551897e-03
  21,     8.8429,      4.074,    2.427257e-03
  22,     8.8358,     14.700,    4.956224e-03
  23,     8.8233,     14.700,    4.832676e-03
  24,     8.8098,     14.700,    3.956192e-03
  25,     8.8007,     14.700,    5.300485e-03
  26,     8.7825,     14.700,    5.660953e-03
  27,     8.7680,     14.700,    4.410491e-03
  28,     8.7555,     14.700,    7.139321e-03
  29,     8.7458,     14.700,    5.241359e-03
  30,     8.7330,     14.700,    6.290976e-03
  31,     8.7213,     14.700,    5.566627e-03
  32,     8.7061,     14.700,    7.482780e-03
  33,     8.6920,     14.700,    6.189956e-03
  34,     8.6811,     14.700,    5.589113e-03
  35,     8.6749,      5.058,    2.498045e-03
  36,     8.6689,      4.523,    2.306419e-03
  37,     8.6634,      5.011,    2.093174e-03
  38,     8.6582,     10.107,    3.927610e-03
  39,     8.6524,      6.143,    2.238492e-03
  40,     8.6455,      7.134,    1.982084e-03
  41,     8.6384,     14.700,    4.832612e-03
  42,     8.6302,      8.454,    2.304840e-03
  43,     8.6232,      4.568,    1.940150e-03
  44,     8.6116,     14.700,    3.871229e-03
  45,     8.6047,     14.700,    4.772067e-03
  46,     8.5925,     14.700,    5.270532e-03
  47,     8.5768,     14.700,    4.749841e-03
  48,     8.5643,     14.700,    1.248456e-02
  49,     8.5547,     14.700,    8.861898e-03
  50,     8.5438,     14.700,    9.384674e-03
  51,     8.5328,     14.700,    9.765200e-03
  52,     8.5204,     14.700,    9.923317e-03
  53,     8.5080,     14.700,    8.871102e-03
  54,     8.4958,     14.700,    7.539824e-03
  55,     8.4897,      4.832,    1.871707e-03
  56,     8.4840,      4.923,    2.136782e-03
  57,     8.4779,      7.387,    3.448507e-03
  58,     8.4471,      6.613,    1.444213e-01
  59,     8.4457,      6.103,    3.423652e-01
  60,     8.4442,     10.414,    2.790636e-01
  61,     8.4379,     14.700,    5.739975e-02
  62,     8.4294,     14.700,    3.100866e-02
  63,     8.4169,     14.700,    2.401095e-02
  64,     8.4004,     14.700,    2.253911e-02
  65,     8.3867,     11.400,    4.627336e-03
  66,     8.3807,      9.904,    4.048823e-03
  67,     8.3732,     10.628,    3.745187e-03
  68,     8.3596,     14.700,    4.908370e-03
  69,     8.3494,     10.391,    3.206326e-03
  70,     8.3361,      6.863,    2.842217e-03
  71,     8.3298,      5.718,    1.655742e-03
  72,     8.3206,     14.700,    1.123336e-02
  73,     8.3120,      7.964,    2.844838e-03
  74,     8.3053,      5.843,    1.619979e-03
  75,     8.2996,     14.700,    4.261498e-03
  76,     8.2884,     14.700,    4.551673e-03
  77,     8.2758,      9.938,    2.953306e-03
  78,     8.2704,      4.903,    1.434723e-03
  79,     8.2647,      5.233,    2.350335e-03
  80,     8.2585,      4.338,    1.779838e-03
  81,     8.2513,     14.700,    5.721826e-03
  82,     8.2361,     14.700,    4.441792e-03
  83,     8.2202,     14.700,    4.013393e-03
  84,     8.2043,     14.700,    4.411418e-03
  85,     8.1926,      4.661,    1.935327e-03
  86,     8.1865,      7.409,    2.964112e-03
  87,     8.1812,      5.978,    2.151713e-03
  88,     8.1762,      3.707,    1.301579e-03
  89,     8.1711,      6.144,    2.405953e-03
  90,     8.1653,      7.336,    3.341718e-03
  91,     8.1596,      5.090,    2.955890e-03
  92,     8.1534,      7.180,    3.465743e-03
