index,   freq_ppm,   decay_hz, amplitude
   1,     9.0576,     14.700,    2.459961e-03
   2,     9.0414,     14.700,    3.221310e-03
   3,     9.0221,     14.700,    2.980130e-03
   4,     9.0044,     14.700,    3.065483e-03
   5,     8.9744,     14.700,    2.590589e-03
   6,     8.9410,     14.700,    2.485133e-03
   7,     8.9228,     14.700,    3.774466e-03
   8,     8.8963,     14.700,    3.005299e-03
   9,     8.8851,     14.700,    2.720401e-03
  10,     8.8737,     10.720,    1.290497e-03
  11,     8.8657,     13.350,    1.282571e-03
  12,     8.8558,     14.700,    2.556446e-03
  13,     8.8467,     14.696,    1.827117e-03
  14,     8.8291,     14.700,    2.131748e-03
  15,     8.8211,     14.700,    1.949732e-03
  16,     8.8139,      8.487,    1.206175e-03
  17,     8.8078,      3.506,    5.372040e-04
  18,     8.7980,     10.600,    1.515731e-03
  19,     8.7891,     14.700,    3.163981e-03
  20,     8.7782,     14.700,    2.354858e-03
  21,     8.7688,     14.700,    1.952839e-03
  22,     8.7572,     14.700,    3.707352e-03
  23,     8.7407,     14.700,    1.695984e-03
  24,     8.7269,     14.700,    1.828461e-03
  25,     8.7187,     14.700,    1.641551e-03
  26,     8.7063,     14.700,    2.422242e-03
  27,     8.6751,     14.700,    2.436514e-03
  28,     8.6574,     14.700,    3.375370e-03
  29,     8.6419,     11.354,    1.291837e-03
  30,     8.6294,     14.700,    2.322621e-03
  31,     8.6202,     14.700,    2.826498e-03
  32,     8.5910,     14.700,    3.567267e-03
  33,     8.5636,     14.700,    6.327517e-03
  34,     8.5392,     14.700,    2.374941e-03
  35,     8.5252,     14.700,    2.656248e-03
  36,     8.5120,     14.700,    2.431744e-03
  37,     8.4906,     14.700,    2.029523e-03
  38,     8.4471,      6.450,    5.352746e-02
  39,     8.4457,      6.092,    1.243113e-01
  40,     8.4442,      9.630,    9.220489e-02
  41,     8.4390,     14.700,    1.772759e-02
  42,     8.4328,     14.700,    7.805145e-03
  43,     8.4257,     14.700,    5.048294e-03
  44,     8.4182,     14.700,    5.969699e-03
  45,     8.4090,     14.700,    5.016291e-03
  46,     8.3983,     14.700,    3.068477e-03
  47,     8.3884,     14.700,    1.772233e-03
