ppm	x1	x2	x3	x4	x5	x6	x7	x8	x9	x10
12.53282	0	0	0	0	0	0	0	0	0	0
12.532346	0	0	0	0	0	0	0	0	0	0
12.531871	0	0	0	0	0	0	0	0	0	0
12.531396	0	0	0	0	0	0	0	0	0	0
12.530922	0	0	0	0	0	0	0	0	0	0
12.530447	0	0	0	0	0	0	0	0	0	0
12.529973	0	0	0	0	0	0	0	0	0	0
12.529498	0	0	0	0	0	0	0	0	0	0
12.529023	0	0	0	0	0	0	0	0	0	0
12.528549	0	0	0	0	0	0	0	0	0	0
12.528074	0	0	0	0	0	0	0	0	0	0
12.5276	0	0	0	0	0	0	0	0	0	0
12.527125	0	0	0	0	0	0	0	0	0	0
12.526651	0	0	0	0	0	0	0	0	0	0
12.526176	0	0	0	0	0	0	0	0	0	0
12.525701	0	0	0	0	0	0	0	0	0	0
12.525227	0	0	0	0	0	0	0	0	0	0
12.524752	0	0	0	0	0	0	0	0	0	0
12.524278	0	0	0	0	0	0	0	0	0	0
12.523803	0	0	0	0	0	0	0	0	0	0
12.523329	0	0	0	0	0	0	0	0	0	0
12.522854	0	0	0	0	0	0	0	0	0	0
12.522379	0	0	0	0	0	0	0	0	0	0
12.521905	0	0	0	0	0	0	0	0	0	0
12.52143	0	0	0	0	0	0	0	0	0	0
12.520956	0	0	0	0	0	0	0	0	0	0
12.520481	0	0	0	0	0	0	0	0	0	0
12.520006	0	0	0	0	0	0	0	0	0	0
12.519532	0	0	0	0	0	0	0	0	0	0
12.519057	0	0	0	0	0	0	0	0	0	0
12.518583	0	0	0	0	0	0	0	0	0	0
12.518108	0	0	0	0	0	0	0	0	0	0
12.517634	0	0	0	0	0	0	0	0	0	0
12.517159	0	0	0	0	0	0	0	0	0	0
12.516684	0	0	0	0	0	0	0	0	0	0
12.51621	0	0	0	0	0	0	0	0	0	0
12.515735	0	0	0	0	0	0	0	0	0	0
12.515261	0	0	0	0	0	0	0	0	0	0
12.514786	0	0	0	0	0	0	0	0	0	0
12.514312	0	0	0	0	0	0	0	0	0	0
12.513837	0	0	0	0	0	0	0	0	0	0
12.513362	0	0	0	0	0	0	0	0	0	0
12.512888	0	0	0	0	0	0	0	0	0	0
12.512413	0	0	0	0	0	0	0	0	0	0
12.511939	0	0	0	0	0	0	0	0	0	0
12.511464	0	0	0	0	0	0	0	0	0	0
12.51099	0	0	0	0	0	0	0	0	0	0
12.510515	0	0	0	0	0	0	0	0	0	0
12.51004	0	0	0	0	0	0	0	0	0	0
12.509566	0	0	0	0	0	0	0	0	0	0
12.509091	0	0	0	0	0	0	0	0	0	0
12.508617	0	0	0	0	0	0	0	0	0	0
12.508142	0	0	0	0	0	0	0	0	0	0
12.507667	0	0	0	0	0	0	0	0	0	0
12.507193	0	0	0	0	0	0	0	0	0	0
12.506718	0	0	0	0	0	0	0	0	0	0
12.506244	0	0	0	0	0	0	0	0	0	0
12.505769	0	0	0	0	0	0	0	0	0	0
12.505295	0	0	0	0	0	0	0	0	0	0
12.50482	0	0	0	0	0	0	0	0	0	0
12.504345	0	0	0	0	0	0	0	0	0	0
12.503871	0	0	0	0	0	0	0	0	0	0
12.503396	0	0	0	0	0	0	0	0	0	0
12.502922	0	0	0	0	0	0	0	0	0	0
12.502447	0	0	0	0	0	0	0	0	0	0
12.501973	0	0	0	0	0	0	0	0	0	0
12.501498	0	0	0	0	0	0	0	0	0	0
12.501023	0	0	0	0	0	0	0	0	0	0
12.500549	0	0	0	0	0	0	0	0	0	0
12.500074	0	0	0	0	0	0	0	0	0	0
12.4996	0	0	0	0	0	0	0	0	0	0
12.499125	0	0	0	0	0	0	0	0	0	0
12.49865	0	0	0	0	0	0	0	0	0	0
12.498176	0	0	0	0	0	0	0	0	0	0
12.497701	0	0	0	0	0	0	0	0	0	0
12.497227	0	0	0	0	0	0	0	0	0	0
12.496752	0	0	0	0	0	0	0	0	0	0
12.496278	0	0	0	0	0	0	0	0	0	0
12.495803	0	0	0	0	0	0	0	0	0	0
12.495328	0	0	0	0	0	0	0	0	0	0
12.494854	0	0	0	0	0	0	0	0	0	0
12.494379	0	0	0	0	0	0	0	0	0	0
12.493905	0	0	0	0	0	0	0	0	0	0
12.49343	0	0	0	0	0	0	0	0	0	0
12.492956	0	0	0	0	0	0	0	0	0	0
12.492481	0	0	0	0	0	0	0	0	0	0
12.492006	0	0	0	0	0	0	0	0	0	0
12.491532	0	0	0	0	0	0	0	0	0	0
12.491057	0	0	0	0	0	0	0	0	0	0
12.490583	0	0	0	0	0	0	0	0	0	0
12.490108	0	0	0	0	0	0	0	0	0	0
12.489634	0	0	0	0	0	0	0	0	0	0
12.489159	0	0	0	0	0	0	0	0	0	0
12.488684	0	0	0	0	0	0	0	0	0	0
12.48821	0	0	0	0	0	0	0	0	0	0
12.487735	0	0	0	0	0	0	0	0	0	0
12.487261	0	0	0	0	0	0	0	0	0	0
12.486786	0	0	0	0	0	0	0	0	0	0
12.486311	0	0	0	0	0	0	0	0	0	0
12.485837	0	0	0	0	0	0	0	0	0	0
12.485362	0	0	0	0	0	0	0	0	0	0
12.484888	0	0	0	0	0	0	0	0	0	0
12.484413	0	0	0	0	0	0	0	0	0	0
12.483939	0	0	0	0	0	0	0	0	0	0
12.483464	0	0	0	0	0	0	0	0	0	0
12.482989	0	0	0	0	0	0	0	0	0	0
12.482515	0	0	0	0	0	0	0	0	0	0
12.48204	0	0	0	0	0	0	0	0	0	0
12.481566	0	0	0	0	0	0	0	0	0	0
12.481091	0	0	0	0	0	0	0	0	0	0
12.480617	0	0	0	0	0	0	0	0	0	0
12.480142	0	0	0	0	0	0	0	0	0	0
12.479667	0	0	0	0	0	0	0	0	0	0
12.479193	0	0	0	0	0	0	0	0	0	0
12.478718	0	0	0	0	0	0	0	0	0	0
12.478244	0	0	0	0	0	0	0	0	0	0
12.477769	0	0	0	0	0	0	0	0	0	0
12.477294	0	0	0	0	0	0	0	0	0	0
12.47682	0	0	0	0	0	0	0	0	0	0
12.476345	0	0	0	0	0	0	0	0	0	0
12.475871	0	0	0	0	0	0	0	0	0	0
12.475396	0	0	0	0	0	0	0	0	0	0
12.474922	0	0	0	0	0	0	0	0	0	0
12.474447	0	0	0	0	0	0	0	0	0	0
12.473972	0	0	0	0	0	0	0	0	0	0
12.473498	0	0	0	0	0	0	0	0	0	0
12.473023	0	0	0	0	0	0	0	0	0	0
12.472549	0	0	0	0	0	0	0	0	0	0
12.472074	0	0	0	0	0	0	0	0	0	0
12.4716	0	0	0	0	0	0	0	0	0	0
12.471125	0	0	0	0	0	0	0	0	0	0
12.47065	0	0	0	0	0	0	0	0	0	0
12.470176	0	0	0	0	0	0	0	0	0	0
12.469701	0	0	0	0	0	0	0	0	0	0
12.469227	0	0	0	0	0	0	0	0	0	0
12.468752	0	0	0	0	0	0	0	0	0	0
12.468278	0	0	0	0	0	0	0	0	0	0
12.467803	0	0	0	0	0	0	0	0	0	0
12.467328	0	0	0	0	0	0	0	0	0	0
12.466854	0	0	0	0	0	0	0	0	0	0
12.466379	0	0	0	0	0	0	0	0	0	0
12.465905	0	0	0	0	0	0	0	0	0	0
12.46543	0	0	0	0	0	0	0	0	0	0
12.464955	0	0	0	0	0	0	0	0	0	0
12.464481	0	0	0	0	0	0	0	0	0	0
12.464006	0	0	0	0	0	0	0	0	0	0
12.463532	0	0	0	0	0	0	0	0	0	0
12.463057	0	0	0	0	0	0	0	0	0	0
12.462583	0	0	0	0	0	0	0	0	0	0
12.462108	0	0	0	0	0	0	0	0	0	0
12.461633	0	0	0	0	0	0	0	0	0	0
12.461159	0	0	0	0	0	0	0	0	0	0
12.460684	0	0	0	0	0	0	0	0	0	0
12.46021	0	0	0	0	0	0	0	0	0	0
12.459735	0	0	0	0	0	0	0	0	0	0
12.459261	0	0	0	0	0	0	0	0	0	0
12.458786	0	0	0	0	0	0	0	0	0	0
12.458311	0	0	0	0	0	0	0	0	0	0
12.457837	0	0	0	0	0	0	0	0	0	0
12.457362	0	0	0	0	0	0	0	0	0	0
12.456888	0	0	0	0	0	0	0	0	0	0
12.456413	0	0	0	0	0	0	0	0	0	0
12.455939	0	0	0	0	0	0	0	0	0	0
12.455464	0	0	0	0	0	0	0	0	0	0
12.454989	0	0	0	0	0	0	0	0	0	0
12.454515	0	0	0	0	0	0	0	0	0	0
12.45404	0	0	0	0	0	0	0	0	0	0
12.453566	0	0	0	0	0	0	0	0	0	0
12.453091	0	0	0	0	0	0	0	0	0	0
12.452616	0	0	0	0	0	0	0	0	0	0
12.452142	0	0	0	0	0	0	0	0	0	0
12.451667	0	0	0	0	0	0	0	0	0	0
12.451193	0	0	0	0	0	0	0	0	0	0
12.450718	0	0	0	0	0	0	0	0	0	0
12.450244	0	0	0	0	0	0	0	0	0	0
12.449769	0	0	0	0	0	0	0	0	0	0
12.449294	0	0	0	0	0	0	0	0	0	0
12.44882	0	0	0	0	0	0	0	0	0	0
12.448345	0	0	0	0	0	0	0	0	0	0
12.447871	0	0	0	0	0	0	0	0	0	0
12.447396	0	0	0	0	0	0	0	0	0	0
12.446922	0	0	0	0	0	0	0	0	0	0
12.446447	0	0	0	0	0	0	0	0	0	0
12.445972	0	0	0	0	0	0	0	0	0	0
12.445498	0	0	0	0	0	0	0	0	0	0
12.445023	0	0	0	0	0	0	0	0	0	0
12.444549	0	0	0	0	0	0	0	0	0	0
12.444074	0	0	0	0	0	0	0	0	0	0
12.443599	0	0	0	0	0	0	0	0	0	0
12.443125	0	0	0	0	0	0	0	0	0	0
12.44265	0	0	0	0	0	0	0	0	0	0
12.442176	0	0	0	0	0	0	0	0	0	0
12.441701	0	0	0	0	0	0	0	0	0	0
12.441227	0	0	0	0	0	0	0	0	0	0
12.440752	0	0	0	0	0	0	0	0	0	0
12.440277	0	0	0	0	0	0	0	0	0	0
12.439803	0	0	0	0	0	0	0	0	0	0
12.439328	0	0	0	0	0	0	0	0	0	0
12.438854	0	0	0	0	0	0	0	0	0	0
12.438379	0	0	0	0	0	0	0	0	0	0
12.437905	0	0	0	0	0	0	0	0	0	0
12.43743	0	0	0	0	0	0	0	0	0	0
12.436955	0	0	0	0	0	0	0	0	0	0
12.436481	0	0	0	0	0	0	0	0	0	0
12.436006	0	0	0	0	0	0	0	0	0	0
12.435532	0	0	0	0	0	0	0	0	0	0
12.435057	0	0	0	0	0	0	0	0	0	0
12.434583	0	0	0	0	0	0	0	0	0	0
12.434108	0	0	0	0	0	0	0	0	0	0
12.433633	0	0	0	0	0	0	0	0	0	0
12.433159	0	0	0	0	0	0	0	0	0	0
12.432684	0	0	0	0	0	0	0	0	0	0
12.43221	0	0	0	0	0	0	0	0	0	0
12.431735	0	0	0	0	0	0	0	0	0	0
12.43126	0	0	0	0	0	0	0	0	0	0
12.430786	0	0	0	0	0	0	0	0	0	0
12.430311	0	0	0	0	0	0	0	0	0	0
12.429837	0	0	0	0	0	0	0	0	0	0
12.429362	0	0	0	0	0	0	0	0	0	0
12.428888	0	0	0	0	0	0	0	0	0	0
12.428413	0	0	0	0	0	0	0	0	0	0
12.427938	0	0	0	0	0	0	0	0	0	0
12.427464	0	0	0	0	0	0	0	0	0	0
12.426989	0	0	0	0	0	0	0	0	0	0
12.426515	0	0	0	0	0	0	0	0	0	0
12.42604	0	0	0	0	0	0	0	0	0	0
12.425566	0	0	0	0	0	0	0	0	0	0
12.425091	0	0	0	0	0	0	0	0	0	0
12.424616	0	0	0	0	0	0	0	0	0	0
12.424142	0	0	0	0	0	0	0	0	0	0
12.423667	0	0	0	0	0	0	0	0	0	0
12.423193	0	0	0	0	0	0	0	0	0	0
12.422718	0	0	0	0	0	0	0	0	0	0
12.422243	0	0	0	0	0	0	0	0	0	0
12.421769	0	0	0	0	0	0	0	0	0	0
12.421294	0	0	0	0	0	0	0	0	0	0
12.42082	0	0	0	0	0	0	0	0	0	0
12.420345	0	0	0	0	0	0	0	0	0	0
12.419871	0	0	0	0	0	0	0	0	0	0
12.419396	0	0	0	0	0	0	0	0	0	0
12.418921	0	0	0	0	0	0	0	0	0	0
12.418447	0	0	0	0	0	0	0	0	0	0
12.417972	0	0	0	0	0	0	0	0	0	0
12.417498	0	0	0	0	0	0	0	0	0	0
12.417023	0	0	0	0	0	0	0	0	0	0
12.416549	0	0	0	0	0	0	0	0	0	0
12.416074	0	0	0	0	0	0	0	0	0	0
12.415599	0	0	0	0	0	0	0	0	0	0
12.415125	0	0	0	0	0	0	0	0	0	0
12.41465	0	0	0	0	0	0	0	0	0	0
12.414176	0	0	0	0	0	0	0	0	0	0
12.413701	0	0	0	0	0	0	0	0	0	0
12.413227	0	0	0	0	0	0	0	0	0	0
12.412752	0	0	0	0	0	0	0	0	0	0
12.412277	0	0	0	0	0	0	0	0	0	0
12.411803	0	0	0	0	0	0	0	0	0	0
12.411328	0	0	0	0	0	0	0	0	0	0
12.410854	0	0	0	0	0	0	0	0	0	0
12.410379	0	0	0	0	0	0	0	0	0	0
12.409904	0	0	0	0	0	0	0	0	0	0
12.40943	0	0	0	0	0	0	0	0	0	0
12.408955	0	0	0	0	0	0	0	0	0	0
12.408481	0	0	0	0	0	0	0	0	0	0
12.408006	0	0	0	0	0	0	0	0	0	0
12.407532	0	0	0	0	0	0	0	0	0	0
12.407057	0	0	0	0	0	0	0	0	0	0
12.406582	0	0	0	0	0	0	0	0	0	0
12.406108	0	0	0	0	0	0	0	0	0	0
12.405633	0	0	0	0	0	0	0	0	0	0
12.405159	0	0	0	0	0	0	0	0	0	0
12.404684	0	0	0	0	0	0	0	0	0	0
12.40421	0	0	0	0	0	0	0	0	0	0
12.403735	0	0	0	0	0	0	0	0	0	0
12.40326	0	0	0	0	0	0	0	0	0	0
12.402786	0	0	0	0	0	0	0	0	0	0
12.402311	0	0	0	0	0	0	0	0	0	0
12.401837	0	0	0	0	0	0	0	0	0	0
12.401362	0	0	0	0	0	0	0	0	0	0
12.400888	0	0	0	0	0	0	0	0	0	0
12.400413	0	0	0	0	0	0	0	0	0	0
12.399938	0	0	0	0	0	0	0	0	0	0
12.399464	0	0	0	0	0	0	0	0	0	0
12.398989	0	0	0	0	0	0	0	0	0	0
12.398515	0	0	0	0	0	0	0	0	0	0
12.39804	0	0	0	0	0	0	0	0	0	0
12.397565	0	0	0	0	0	0	0	0	0	0
12.397091	0	0	0	0	0	0	0	0	0	0
12.396616	0	0	0	0	0	0	0	0	0	0
12.396142	0	0	0	0	0	0	0	0	0	0
12.395667	0	0	0	0	0	0	0	0	0	0
12.395193	0	0	0	0	0	0	0	0	0	0
12.394718	0	0	0	0	0	0	0	0	0	0
12.394243	0	0	0	0	0	0	0	0	0	0
12.393769	0	0	0	0	0	0	0	0	0	0
12.393294	0	0	0	0	0	0	0	0	0	0
12.39282	0	0	0	0	0	0	0	0	0	0
12.392345	0	0	0	0	0	0	0	0	0	0
12.391871	0	0	0	0	0	0	0	0	0	0
12.391396	0	0	0	0	0	0	0	0	0	0
12.390921	0	0	0	0	0	0	0	0	0	0
12.390447	0	0	0	0	0	0	0	0	0	0
12.389972	0	0	0	0	0	0	0	0	0	0
12.389498	0	0	0	0	0	0	0	0	0	0
12.389023	0	0	0	0	0	0	0	0	0	0
12.388548	0	0	0	0	0	0	0	0	0	0
12.388074	0	0	0	0	0	0	0	0	0	0
12.387599	0	0	0	0	0	0	0	0	0	0
12.387125	0	0	0	0	0	0	0	0	0	0
12.38665	0	0	0	0	0	0	0	0	0	0
12.386176	0	0	0	0	0	0	0	0	0	0
12.385701	0	0	0	0	0	0	0	0	0	0
12.385226	0	0	0	0	0	0	0	0	0	0
12.384752	0	0	0	0	0	0	0	0	0	0
12.384277	0	0	0	0	0	0	0	0	0	0
12.383803	0	0	0	0	0	0	0	0	0	0
12.383328	0	0	0	0	0	0	0	0	0	0
12.382854	0	0	0	0	0	0	0	0	0	0
12.382379	0	0	0	0	0	0	0	0	0	0
12.381904	0	0	0	0	0	0	0	0	0	0
12.38143	0	0	0	0	0	0	0	0	0	0
12.380955	0	0	0	0	0	0	0	0	0	0
12.380481	0	0	0	0	0	0	0	0	0	0
12.380006	0	0	0	0	0	0	0	0	0	0
12.379532	0	0	0	0	0	0	0	0	0	0
12.379057	0	0	0	0	0	0	0	0	0	0
12.378582	0	0	0	0	0	0	0	0	0	0
12.378108	0	0	0	0	0	0	0	0	0	0
12.377633	0	0	0	0	0	0	0	0	0	0
12.377159	0	0	0	0	0	0	0	0	0	0
12.376684	0	0	0	0	0	0	0	0	0	0
12.376209	0	0	0	0	0	0	0	0	0	0
12.375735	0	0	0	0	0	0	0	0	0	0
12.37526	0	0	0	0	0	0	0	0	0	0
12.374786	0	0	0	0	0	0	0	0	0	0
12.374311	0	0	0	0	0	0	0	0	0	0
12.373837	0	0	0	0	0	0	0	0	0	0
12.373362	0	0	0	0	0	0	0	0	0	0
12.372887	0	0	0	0	0	0	0	0	0	0
12.372413	0	0	0	0	0	0	0	0	0	0
12.371938	0	0	0	0	0	0	0	0	0	0
12.371464	0	0	0	0	0	0	0	0	0	0
12.370989	0	0	0	0	0	0	0	0	0	0
12.370515	0	0	0	0	0	0	0	0	0	0
12.37004	0	0	0	0	0	0	0	0	0	0
12.369565	0	0	0	0	0	0	0	0	0	0
12.369091	0	0	0	0	0	0	0	0	0	0
12.368616	0	0	0	0	0	0	0	0	0	0
12.368142	0	0	0	0	0	0	0	0	0	0
12.367667	0	0	0	0	0	0	0	0	0	0
12.367192	0	0	0	0	0	0	0	0	0	0
12.366718	0	0	0	0	0	0	0	0	0	0
12.366243	0	0	0	0	0	0	0	0	0	0
12.365769	0	0	0	0	0	0	0	0	0	0
12.365294	0	0	0	0	0	0	0	0	0	0
12.36482	0	0	0	0	0	0	0	0	0	0
12.364345	0	0	0	0	0	0	0	0	0	0
12.36387	0	0	0	0	0	0	0	0	0	0
12.363396	0	0	0	0	0	0	0	0	0	0
12.362921	0	0	0	0	0	0	0	0	0	0
12.362447	0	0	0	0	0	0	0	0	0	0
12.361972	0	0	0	0	0	0	0	0	0	0
12.361498	0	0	0	0	0	0	0	0	0	0
12.361023	0	0	0	0	0	0	0	0	0	0
12.360548	0	0	0	0	0	0	0	0	0	0
12.360074	0	0	0	0	0	0	0	0	0	0
12.359599	0	0	0	0	0	0	0	0	0	0
12.359125	0	0	0	0	0	0	0	0	0	0
12.35865	0	0	0	0	0	0	0	0	0	0
12.358176	0	0	0	0	0	0	0	0	0	0
12.357701	0	0	0	0	0	0	0	0	0	0
12.357226	0	0	0	0	0	0	0	0	0	0
12.356752	0	0	0	0	0	0	0	0	0	0
12.356277	0	0	0	0	0	0	0	0	0	0
12.355803	0	0	0	0	0	0	0	0	0	0
12.355328	0	0	0	0	0	0	0	0	0	0
12.354853	0	0	0	0	0	0	0	0	0	0
12.354379	0	0	0	0	0	0	0	0	0	0
12.353904	0	0	0	0	0	0	0	0	0	0
12.35343	0	0	0	0	0	0	0	0	0	0
12.352955	0	0	0	0	0	0	0	0	0	0
12.352481	0	0	0	0	0	0	0	0	0	0
12.352006	0	0	0	0	0	0	0	0	0	0
12.351531	0	0	0	0	0	0	0	0	0	0
12.351057	0	0	0	0	0	0	0	0	0	0
12.350582	0	0	0	0	0	0	0	0	0	0
12.350108	0	0	0	0	0	0	0	0	0	0
12.349633	0	0	0	0	0	0	0	0	0	0
12.349159	0	0	0	0	0	0	0	0	0	0
12.348684	0	0	0	0	0	0	0	0	0	0
12.348209	0	0	0	0	0	0	0	0	0	0
12.347735	0	0	0	0	0	0	0	0	0	0
12.34726	0	0	0	0	0	0	0	0	0	0
12.346786	0	0	0	0	0	0	0	0	0	0
12.346311	0	0	0	0	0	0	0	0	0	0
12.345837	0	0	0	0	0	0	0	0	0	0
12.345362	0	0	0	0	0	0	0	0	0	0
12.344887	0	0	0	0	0	0	0	0	0	0
12.344413	0	0	0	0	0	0	0	0	0	0
12.343938	0	0	0	0	0	0	0	0	0	0
12.343464	0	0	0	0	0	0	0	0	0	0
12.342989	0	0	0	0	0	0	0	0	0	0
12.342514	0	0	0	0	0	0	0	0	0	0
12.34204	0	0	0	0	0	0	0	0	0	0
12.341565	0	0	0	0	0	0	0	0	0	0
12.341091	0	0	0	0	0	0	0	0	0	0
12.340616	0	0	0	0	0	0	0	0	0	0
12.340142	0	0	0	0	0	0	0	0	0	0
12.339667	0	0	0	0	0	0	0	0	0	0
12.339192	0	0	0	0	0	0	0	0	0	0
12.338718	0	0	0	0	0	0	0	0	0	0
12.338243	0	0	0	0	0	0	0	0	0	0
12.337769	0	0	0	0	0	0	0	0	0	0
12.337294	0	0	0	0	0	0	0	0	0	0
12.33682	0	0	0	0	0	0	0	0	0	0
12.336345	0	0	0	0	0	0	0	0	0	0
12.33587	0	0	0	0	0	0	0	0	0	0
12.335396	0	0	0	0	0	0	0	0	0	0
12.334921	0	0	0	0	0	0	0	0	0	0
12.334447	0	0	0	0	0	0	0	0	0	0
12.333972	0	0	0	0	0	0	0	0	0	0
12.333497	0	0	0	0	0	0	0	0	0	0
12.333023	0	0	0	0	0	0	0	0	0	0
12.332548	0	0	0	0	0	0	0	0	0	0
12.332074	0	0	0	0	0	0	0	0	0	0
12.331599	0	0	0	0	0	0	0	0	0	0
12.331125	0	0	0	0	0	0	0	0	0	0
12.33065	0	0	0	0	0	0	0	0	0	0
12.330175	0	0	0	0	0	0	0	0	0	0
12.329701	0	0	0	0	0	0	0	0	0	0
12.329226	0	0	0	0	0	0	0	0	0	0
12.328752	0	0	0	0	0	0	0	0	0	0
12.328277	0	0	0	0	0	0	0	0	0	0
12.327803	0	0	0	0	0	0	0	0	0	0
