Metabolite,pos_in_ppm,couple_code,J_constant,relative_intensity,overwrite_pos,overwrite_truncation,Include_multiplet
metabolite110,3.8271,-2,"3.7878,3.8665",0.0012,n,n,1
metabolite110,3.6697,-2,"3.6518,3.6876",0.0002,n,n,1
metabolite110,3.5981,-2,"3.5445,3.6518",0.0008,n,n,1
metabolite110,3.4195,-2,"3.3775,3.4615",0.0003,n,n,1
metabolite110,2.2823,-2,"2.2360,2.3286",0.0005,n,n,1
metabolite111,4.3196,-2,"4.2896,4.3497",0.0003,n,n,1
metabolite111,2.4827,-2,"2.4650,2.5003",0.0003,n,n,1
metabolite111,2.4469,-2,"2.4288,2.4650",0.0001,n,n,1
metabolite112,1.1361,-2,"1.1060,1.1661",0.0003,n,n,1
metabolite113,2.7398,-2,"2.7092,2.7703",0.0001,n,n,1
metabolite113,2.6751,-2,"2.6410,2.7092",0.0002,n,n,1
metabolite113,2.0026,-2,"1.9799,2.0252",0.0003,n,n,1
metabolite113,1.9606,-2,"1.9413,1.9799",0.0001,n,n,1
metabolite114,3.6854,-2,"3.6637,3.7071",0.0007,n,n,1
metabolite114,3.6568,-2,"3.6499,3.6637",0.0001,n,n,1
metabolite114,3.6442,-2,"3.6385,3.6499",0.0001,n,n,1
metabolite114,3.6101,-2,"3.5817,3.6385",0.001,n,n,1
metabolite115,5.3557,-2,"5.3256,5.3857",0.0001,n,n,1
metabolite115,4.2774,-2,"4.2147,4.3401",0.0012,n,n,1
metabolite115,4.2006,-2,"4.1865,4.2147",0.0001,n,n,1
metabolite115,4.1768,-2,"4.1670,4.1865",0,n,n,1
metabolite115,4.1551,-2,"4.1431,4.1670",0.0002,n,n,1
metabolite115,4.1384,-2,"4.1336,4.1431",0,n,n,1
metabolite115,4.109,-2,"4.0845,4.1336",0.0005,n,n,1
metabolite115,4.0666,-2,"4.0487,4.0845",0.0001,n,n,1
metabolite115,3.6258,-2,"3.5879,3.6637",0.0009,n,n,1
metabolite115,3.5686,-2,"3.5493,3.5879",0.0001,n,n,1
metabolite115,3.3189,-2,"3.2712,3.3666",0.0007,n,n,1
metabolite116,8.9304,-2,"8.9003,8.9604",0.0002,n,n,1
metabolite116,8.7038,-2,"8.6714,8.7362",0.0003,n,n,1
metabolite116,8.2404,-2,"8.2048,8.2759",0.0003,n,n,1
metabolite116,7.5866,-2,"7.5485,7.6248",0.0004,n,n,1
metabolite117,8.9285,-2,"8.8984,8.9585",0.0002,n,n,1
metabolite117,8.5998,-2,"8.5674,8.6322",0.0002,n,n,1
metabolite117,8.2397,-2,"8.2048,8.2745",0.0002,n,n,1
metabolite117,7.5118,-2,"7.4741,7.5494",0.0003,n,n,1
metabolite118,7.7286,-2,"7.6935,7.7636",0.0002,n,n,1
metabolite118,7.5289,-2,"7.4989,7.5590",0.0001,n,n,1
metabolite118,7.2761,-2,"7.2365,7.3157",0.0002,n,n,1
metabolite118,7.1922,-2,"7.1526,7.2318",0.0002,n,n,1
metabolite118,4.052,-2,"4.0139,4.0902",0.0002,n,n,1
metabolite118,3.502,-2,"3.4815,3.5225",0.0001,n,n,1
metabolite118,3.4806,-2,"3.4796,3.4815",0,n,n,1
metabolite118,3.4586,-2,"3.4376,3.4796",0.0001,n,n,1
metabolite118,3.3093,-2,"3.2697,3.3489",0.0002,n,n,1
metabolite119,7.8771,-2,"7.8471,7.9072",0,n,n,1
metabolite119,5.3786,-2,"5.3485,5.4086",0.0001,n,n,1
metabolite120,2.5435,-2,"2.5232,2.5638",0.0001,n,n,1
metabolite120,2.5034,-2,"2.4836,2.5232",0,n,n,1
metabolite120,1.3087,-2,"1.2787,1.3388",0.0002,n,n,1
metabolite120,0.9014,-2,"0.8718,0.9310",0.0002,n,n,1
metabolite120,0.841,-2,"0.8103,0.8718",0.0003,n,n,1
metabolite121,4.6287,-2,"4.5929,4.6645",0.0001,n,n,1
metabolite121,4.3504,-2,"4.3106,4.3902",0.0002,n,n,1
metabolite121,4.2774,-2,"4.2476,4.3072",0.0002,n,n,1
metabolite121,4.2233,-2,"4.1989,4.2476",0.0001,n,n,1
metabolite121,4.0046,-2,"3.9652,4.0439",0.0003,n,n,1
metabolite121,3.8507,-2,"3.8149,3.8865",0.0003,n,n,1
metabolite121,3.7897,-2,"3.7644,3.8149",0.0004,n,n,1
metabolite121,3.7515,-2,"3.7386,3.7644",0,n,n,1
metabolite121,3.7141,-2,"3.6895,3.7386",0.0002,n,n,1
metabolite121,3.6542,-2,"3.6189,3.6895",0.0002,n,n,1
metabolite122,8.2404,-2,"8.2130,8.2678",0.0001,n,n,1
metabolite122,8.1865,-2,"8.1600,8.2130",0.0001,n,n,1
metabolite123,2.4209,-2,"2.3863,2.4555",0.0001,n,n,1
metabolite123,0.8303,-2,"0.8003,0.8604",0.0001,n,n,1
metabolite124,3.8087,-2,"3.7696,3.8479",0.0002,n,n,1
metabolite124,3.7009,-2,"3.6599,3.7420",0.0002,n,n,1
metabolite125,3.2201,-2,"3.1901,3.2502",0.0001,n,n,1
metabolite126,2.6017,-2,"2.5671,2.6363",0.0001,n,n,1
metabolite126,1.0998,-2,"1.0741,1.1256",0.0002,n,n,1
metabolite126,1.0459,-2,"1.0178,1.0741",0.0001,n,n,1
metabolite126,0.9393,-2,"0.9152,0.9634",0.0003,n,n,1
metabolite126,0.9095,-2,"0.9038,0.9152",0,n,n,1
metabolite126,0.8749,-2,"0.8460,0.9038",0.0002,n,n,1
metabolite127,0.0003,-2,"-0.0297,0.0304",0.0045,n,n,1
