ppm	x1
12.198287	0
12.19781	0
12.197333	0
12.196856	0
12.196379	0
12.195902	0
12.195425	0
12.194948	0
12.194471	0
12.193994	0
12.193517	0
12.19304	0
12.192563	0
12.192086	0
12.191609	0
12.191132	0
12.190655	0
12.190178	0
12.189701	0
12.189224	0
12.188747	0
12.18827	0
12.187793	0
12.187316	0
12.186839	0
12.186362	0
12.185885	0
12.185408	0
12.184931	0
12.184454	0
12.183977	0
12.1835	0
12.183023	0
12.182546	0
12.182069	0
12.181592	0
12.181115	0
12.180638	0
12.180161	0
12.179684	0
12.179207	0
12.17873	0
12.178253	0
12.177776	0
12.177299	0
12.176822	0
12.176345	0
12.175868	0
12.175391	0
12.174914	0
12.174437	0
12.17396	0
12.173483	0
12.173006	0
12.172529	0
12.172052	0
12.171575	0
12.171098	0
12.170621	0
12.170144	0
12.169667	0
12.16919	0
12.168713	0
12.168236	0
12.167759	0
12.167282	0
12.166805	0
12.166328	0
12.165851	0
12.165374	0
12.164897	0
12.16442	0
12.163943	0
12.163466	0
12.162989	0
12.162512	0
12.162035	0
12.161558	0
12.161081	0
12.160604	0
12.160127	0
12.15965	0
12.159173	0
12.158696	0
12.158219	0
12.157742	0
12.157265	0
12.156788	0
12.156311	0
12.155834	0
12.155357	0
12.15488	0
12.154403	0
12.153926	0
12.153449	0
12.152972	0
12.152495	0
12.152018	0
12.151541	0
12.151064	0
12.150587	0
12.15011	0
12.149633	0
12.149155	0
12.148678	0
12.148201	0
12.147724	0
12.147247	0
12.14677	0
12.146293	0
12.145816	0
12.145339	0
12.144862	0
12.144385	0
12.143908	0
12.143431	0
12.142954	0
12.142477	0
12.142	0
12.141523	0
12.141046	0
12.140569	0
12.140092	0
12.139615	0
12.139138	0
12.138661	0
12.138184	0
12.137707	0
12.13723	0
12.136753	0
12.136276	0
12.135799	0
12.135322	0
12.134845	0
12.134368	0
12.133891	0
12.133414	0
12.132937	0
12.13246	0
12.131983	0
12.131506	0
12.131029	0
12.130552	0
12.130075	0
12.129598	0
12.129121	0
12.128644	0
12.128167	0
12.12769	0
12.127213	0
12.126736	0
12.126259	0
12.125782	0
12.125305	0
12.124828	0
12.124351	0
12.123874	0
12.123397	0
12.12292	0
12.122443	0
12.121966	0
12.121489	0
12.121012	0
12.120535	0
12.120058	0
12.119581	0
12.119104	0
12.118627	0
12.11815	0
12.117673	0
12.117196	0
12.116719	0
12.116242	0
12.115765	0
12.115288	0
12.114811	0
12.114334	0
12.113857	0
12.11338	0
12.112903	0
12.112426	0
12.111949	0
12.111472	0
12.110995	0
12.110518	0
12.110041	0
12.109564	0
12.109087	0
12.10861	0
12.108133	0
12.107656	0
12.107179	0
12.106702	0
12.106225	0
12.105748	0
12.105271	0
12.104794	0
12.104317	0
12.10384	0
12.103363	0
12.102886	0
12.102409	0
12.101932	0
12.101455	0
12.100978	0
12.100501	0
12.100024	0
12.099547	0
12.09907	0
12.098593	0
12.098116	0
12.097639	0
12.097162	0
12.096685	0
12.096208	0
12.095731	0
12.095254	0
12.094777	0
12.0943	0
12.093823	0
12.093346	0
12.092869	0
12.092392	0
12.091915	0
12.091438	0
12.090961	0
12.090484	0
12.090007	0
12.08953	0
12.089053	0
12.088576	0
12.088099	0
12.087622	0
12.087144	0
12.086667	0
12.08619	0
12.085713	0
12.085236	0
12.084759	0
12.084282	0
12.083805	0
12.083328	0
12.082851	0
12.082374	0
12.081897	0
12.08142	0
12.080943	0
12.080466	0
12.079989	0
12.079512	0
12.079035	0
12.078558	0
12.078081	0
12.077604	0
12.077127	0
12.07665	0
12.076173	0
12.075696	0
12.075219	0
12.074742	0
12.074265	0
12.073788	0
12.073311	0
12.072834	0
12.072357	0
12.07188	0
12.071403	0
12.070926	0
12.070449	0
12.069972	0
12.069495	0
12.069018	0
12.068541	0
12.068064	0
12.067587	0
12.06711	0
12.066633	0
12.066156	0
12.065679	0
12.065202	0
12.064725	0
12.064248	0
12.063771	0
12.063294	0
12.062817	0
12.06234	0
12.061863	0
12.061386	0
12.060909	0
12.060432	0
12.059955	0
12.059478	0
12.059001	0
12.058524	0
12.058047	0
12.05757	0
12.057093	0
12.056616	0
12.056139	0
12.055662	0
12.055185	0
12.054708	0
12.054231	0
12.053754	0
12.053277	0
12.0528	0
12.052323	0
12.051846	0
12.051369	0
12.050892	0
12.050415	0
12.049938	0
12.049461	0
12.048984	0
12.048507	0
12.04803	0
12.047553	0
12.047076	0
12.046599	0
12.046122	0
12.045645	0
12.045168	0
12.044691	0
12.044214	0
12.043737	0
12.04326	0
12.042783	0
12.042306	0
12.041829	0
12.041352	0
12.040875	0
12.040398	0
12.039921	0
12.039444	0
12.038967	0
12.03849	0
12.038013	0
12.037536	0
12.037059	0
12.036582	0
12.036105	0
12.035628	0
12.035151	0
12.034674	0
12.034197	0
12.03372	0
12.033243	0
12.032766	0
12.032289	0
12.031812	0
12.031335	0
12.030858	0
12.030381	0
12.029904	0
12.029427	0
12.02895	0
12.028473	0
12.027996	0
12.027519	0
12.027042	0
12.026565	0
12.026088	0
12.025611	0
12.025133	0
12.024656	0
12.024179	0
12.023702	0
12.023225	0
12.022748	0
12.022271	0
12.021794	0
12.021317	0
12.02084	0
12.020363	0
12.019886	0
12.019409	0
12.018932	0
12.018455	0
12.017978	0
12.017501	0
12.017024	0
12.016547	0
12.01607	0
12.015593	0
12.015116	0
12.014639	0
12.014162	0
12.013685	0
12.013208	0
12.012731	0
12.012254	0
12.011777	0
12.0113	0
12.010823	0
12.010346	0
12.009869	0
12.009392	0
12.008915	0
12.008438	0
12.007961	0
12.007484	0
12.007007	0
12.00653	0
12.006053	0
12.005576	0
12.005099	0
12.004622	0
12.004145	0
12.003668	0
12.003191	0
12.002714	0
12.002237	0
12.00176	0
12.001283	0
12.000806	0
12.000329	0
11.999852	0
11.999375	0
11.998898	0
11.998421	0
11.997944	0
11.997467	0
11.99699	0
11.996513	0
11.996036	0
11.995559	0
11.995082	0
11.994605	0
11.994128	0
11.993651	0
11.993174	0
11.992697	0
11.99222	0
11.991743	0
11.991266	0
11.990789	0
11.990312	0
11.989835	0
11.989358	0
11.988881	0
11.988404	0
11.987927	0
11.98745	0
11.986973	0
11.986496	0
11.986019	0
11.985542	0
11.985065	0
11.984588	0
11.984111	0
11.983634	0
11.983157	0
11.98268	0
11.982203	0
11.981726	0
11.981249	0
11.980772	0
11.980295	0
11.979818	0
11.979341	0
11.978864	0
11.978387	0
11.97791	0
11.977433	0
11.976956	0
11.976479	0
11.976002	0
11.975525	0
11.975048	0
11.974571	0
11.974094	0
11.973617	0
11.97314	0
11.972663	0
11.972186	0
11.971709	0
11.971232	0
11.970755	0
11.970278	0
11.969801	0
11.969324	0
11.968847	0
11.96837	0
11.967893	0
11.967416	0
11.966939	0
11.966462	0
11.965985	0
11.965508	0
11.965031	0
11.964554	0
11.964077	0
11.9636	0
11.963122	0
11.962645	0
11.962168	0
11.961691	0
11.961214	0
11.960737	0
11.96026	0
11.959783	0
11.959306	0
11.958829	0
11.958352	0
11.957875	0
11.957398	0
11.956921	0
11.956444	0
11.955967	0
11.95549	0
11.955013	0
11.954536	0
11.954059	0
11.953582	0
11.953105	0
11.952628	0
11.952151	0
11.951674	0
11.951197	0
11.95072	0
11.950243	0
11.949766	0
11.949289	0
11.948812	0
11.948335	0
11.947858	0
11.947381	0
11.946904	0
11.946427	0
11.94595	0
11.945473	0
11.944996	0
11.944519	0
11.944042	0
11.943565	0
11.943088	0
11.942611	0
11.942134	0
11.941657	0
11.94118	0
11.940703	0
11.940226	0
11.939749	0
11.939272	0
11.938795	0
11.938318	0
11.937841	0
11.937364	0
11.936887	0
11.93641	0
11.935933	0
11.935456	0
11.934979	0
11.934502	0
11.934025	0
11.933548	0
11.933071	0
11.932594	0
11.932117	0
11.93164	0
11.931163	0
11.930686	0
11.930209	0
11.929732	0
11.929255	0
11.928778	0
11.928301	0
11.927824	0
11.927347	0
11.92687	0
11.926393	0
11.925916	0
11.925439	0
11.924962	0
11.924485	0
11.924008	0
11.923531	0
11.923054	0
11.922577	0
11.9221	0
11.921623	0
11.921146	0
11.920669	0
11.920192	0
11.919715	0
11.919238	0
11.918761	0
11.918284	0
11.917807	0
11.91733	0
11.916853	0
11.916376	0
11.915899	0
11.915422	0
11.914945	0
11.914468	0
11.913991	0
11.913514	0
11.913037	0
11.91256	0
11.912083	0
11.911606	0
11.911129	0
11.910652	0
11.910175	0
11.909698	0
11.909221	0
11.908744	0
11.908267	0
11.90779	0
11.907313	0
11.906836	0
11.906359	0
11.905882	0
11.905405	0
11.904928	0
11.904451	0
11.903974	0
11.903497	0
11.90302	0
11.902543	0
11.902066	0
11.901589	0
11.901111	0
11.900634	0
11.900157	0
11.89968	0
11.899203	0
11.898726	0
11.898249	0
11.897772	0
11.897295	0
11.896818	0
11.896341	0
11.895864	0
11.895387	0
11.89491	0
11.894433	0
11.893956	0
11.893479	0
11.893002	0
11.892525	0
11.892048	0
11.891571	0
11.891094	0
11.890617	0
11.89014	0
11.889663	0
11.889186	0
11.888709	0
11.888232	0
11.887755	0
11.887278	0
11.886801	0
11.886324	0
11.885847	0
11.88537	0
11.884893	0
11.884416	0
11.883939	0
11.883462	0
11.882985	0
11.882508	0
11.882031	0
11.881554	0
11.881077	0
11.8806	0
11.880123	0
11.879646	0
11.879169	0
11.878692	0
11.878215	0
11.877738	0
11.877261	0
11.876784	0
11.876307	0
11.87583	0
11.875353	0
11.874876	0
11.874399	0
11.873922	0
11.873445	0
11.872968	0
11.872491	0
11.872014	0
11.871537	0
11.87106	0
11.870583	0
11.870106	0
11.869629	0
11.869152	0
11.868675	0
11.868198	0
11.867721	0
11.867244	0
11.866767	0
11.86629	0
11.865813	0
11.865336	0
11.864859	0
11.864382	0
11.863905	0
11.863428	0
11.862951	0
11.862474	0
11.861997	0
11.86152	0
11.861043	0
11.860566	0
11.860089	0
11.859612	0
11.859135	0
11.858658	0
11.858181	0
11.857704	0
11.857227	0
11.85675	0
11.856273	0
11.855796	0
11.855319	0
11.854842	0
11.854365	0
11.853888	0
11.853411	0
11.852934	0
11.852457	0
11.85198	0
11.851503	0
11.851026	0
11.850549	0
11.850072	0
11.849595	0
11.849118	0
11.848641	0
11.848164	0
11.847687	0
11.84721	0
11.846733	0
11.846256	0
11.845779	0
11.845302	0
11.844825	0
11.844348	0
11.843871	0
11.843394	0
11.842917	0
11.84244	0
11.841963	0
11.841486	0
11.841009	0
11.840532	0
11.840055	0
11.839578	0
11.8391	0
11.838623	0
11.838146	0
11.837669	0
11.837192	0
11.836715	0
11.836238	0
11.835761	0
11.835284	0
11.834807	0
11.83433	0
11.833853	0
11.833376	0
11.832899	0
11.832422	0
11.831945	0
11.831468	0
11.830991	0
11.830514	0
11.830037	0
11.82956	0
11.829083	0
11.828606	0
11.828129	0
11.827652	0
11.827175	0
11.826698	0
11.826221	0
11.825744	0
11.825267	0
11.82479	0
11.824313	0
11.823836	0
11.823359	0
11.822882	0
11.822405	0
11.821928	0
11.821451	0
11.820974	0
11.820497	0
11.82002	0
11.819543	0
11.819066	0
11.818589	0
11.818112	0
11.817635	0
11.817158	0
11.816681	0
11.816204	0
11.815727	0
11.81525	0
11.814773	0
11.814296	0
11.813819	0
11.813342	0
11.812865	0
11.812388	0
11.811911	0
11.811434	0
11.810957	0
11.81048	0
11.810003	0
11.809526	0
11.809049	0
11.808572	0
11.808095	0
11.807618	0
11.807141	0
11.806664	0
11.806187	0
11.80571	0
11.805233	0
11.804756	0
11.804279	0
11.803802	0
11.803325	0
11.802848	0
11.802371	0
11.801894	0
11.801417	0
11.80094	0
11.800463	0
11.799986	0
11.799509	0
11.799032	0
11.798555	0
11.798078	0
11.797601	0
11.797124	0
11.796647	0
11.79617	0
11.795693	0
11.795216	0
11.794739	0
11.794262	0
11.793785	0
11.793308	0
11.792831	0
11.792354	0
11.791877	0
11.7914	0
11.790923	0
11.790446	0
11.789969	0
11.789492	0
11.789015	0
11.788538	0
11.788061	0
11.787584	0
11.787107	0
11.78663	0
11.786153	0
11.785676	0
11.785199	0
11.784722	0
11.784245	0
11.783768	0
11.783291	0
11.782814	0
11.782337	0
11.78186	0
11.781383	0
11.780906	0
11.780429	0
11.779952	0
11.779475	0
11.778998	0
11.778521	0
11.778044	0
11.777567	0
11.777089	0
11.776612	0
11.776135	0
11.775658	0
11.775181	0
11.774704	0
11.774227	0
11.77375	0
11.773273	0
11.772796	0
11.772319	0
11.771842	0
11.771365	0
11.770888	0
11.770411	0
11.769934	0
11.769457	0
11.76898	0
11.768503	0
11.768026	0
11.767549	0
11.767072	0
11.766595	0
11.766118	0
11.765641	0
11.765164	0
11.764687	0
11.76421	0
11.763733	0
11.763256	0
11.762779	0
11.762302	0
11.761825	0
11.761348	0
11.760871	0
11.760394	0
11.759917	0
11.75944	0
11.758963	0
11.758486	0
11.758009	0
11.757532	0
11.757055	0
11.756578	0
11.756101	0
11.755624	0
11.755147	0
11.75467	0
11.754193	0
11.753716	0
11.753239	0
11.752762	0
11.752285	0
11.751808	0
11.751331	0
11.750854	0
11.750377	0
11.7499	0
11.749423	0
11.748946	0
11.748469	0
11.747992	0
11.747515	0
11.747038	0
11.746561	0
11.746084	0
11.745607	0
11.74513	0
11.744653	0
11.744176	0
11.743699	0
11.743222	0
11.742745	0
11.742268	0
11.741791	0
11.741314	0
11.740837	0
11.74036	0
11.739883	0
11.739406	0
11.738929	0
11.738452	0
11.737975	0
11.737498	0
11.737021	0
11.736544	0
11.736067	0
11.73559	0
11.735113	0
11.734636	0
11.734159	0
11.733682	0
11.733205	0
11.732728	0
11.732251	0
11.731774	0
11.731297	0
11.73082	0
11.730343	0
11.729866	0
11.729389	0
11.728912	0
11.728435	0
11.727958	0
11.727481	0
11.727004	0
11.726527	0
11.72605	0
11.725573	0
11.725096	0
11.724619	0
11.724142	0
11.723665	0
11.723188	0
11.722711	0
11.722234	0
11.721757	0
11.72128	0
11.720803	0
11.720326	0
11.719849	0
11.719372	0
11.718895	0
11.718418	0
11.717941	0
11.717464	0
11.716987	0
11.71651	0
11.716033	0
11.715556	0
11.715078	0
11.714601	0
11.714124	0
11.713647	0
11.71317	0
11.712693	0
11.712216	0
11.711739	0
11.711262	0
11.710785	0
11.710308	0
11.709831	0
11.709354	0
11.708877	0
11.7084	0
11.707923	0
11.707446	0
11.706969	0
11.706492	0
11.706015	0
11.705538	0
11.705061	0
11.704584	0
11.704107	0
11.70363	0
11.703153	0
11.702676	0
11.702199	0
11.701722	0
11.701245	0
11.700768	0
11.700291	0
11.699814	0
11.699337	0
11.69886	0
11.698383	0
11.697906	0
11.697429	0
11.696952	0
11.696475	0
11.695998	0
11.695521	0
11.695044	0
11.694567	0
11.69409	0
11.693613	0
11.693136	0
11.692659	0
11.692182	0
11.691705	0
11.691228	0
11.690751	0
11.690274	0
11.689797	0
11.68932	0
11.688843	0
11.688366	0
11.687889	0
11.687412	0
11.686935	0
11.686458	0
11.685981	0
11.685504	0
11.685027	0
11.68455	0
11.684073	0
11.683596	0
11.683119	0
11.682642	0
11.682165	0
11.681688	0
11.681211	0
11.680734	0
11.680257	0
11.67978	0
11.679303	0
11.678826	0
11.678349	0
11.677872	0
11.677395	0
11.676918	0
11.676441	0
11.675964	0
11.675487	0
11.67501	0
11.674533	0
11.674056	0
11.673579	0
11.673102	0
11.672625	0
11.672148	0
11.671671	0
11.671194	0
11.670717	0
11.67024	0
11.669763	0
11.669286	0
11.668809	0
11.668332	0
11.667855	0
11.667378	0
11.666901	0
11.666424	0
11.665947	0
11.66547	0
11.664993	0
11.664516	0
11.664039	0
11.663562	0
11.663085	0
11.662608	0
11.662131	0
11.661654	0
11.661177	0
11.6607	0
11.660223	0
11.659746	0
11.659269	0
11.658792	0
11.658315	0
11.657838	0
11.657361	0
11.656884	0
11.656407	0
11.65593	0
11.655453	0
11.654976	0
11.654499	0
11.654022	0
11.653545	0
11.653067	0
11.65259	0
11.652113	0
11.651636	0
11.651159	0
11.650682	0
11.650205	0
11.649728	0
11.649251	0
11.648774	0
11.648297	0
11.64782	0
11.647343	0
11.646866	0
11.646389	0
11.645912	0
11.645435	0
11.644958	0
11.644481	0
11.644004	0
